COD_ESC;IDESP_AI;IDESP_AF;IDESP_EM;ANO_APLICACAO;DTCADASTRO
19550;;4.17;3.38;2021;2022-09-13 11:16:41.4300000
19665;;2.97;2.49;2021;2022-09-13 11:16:41.4300000
19835;;3.75;2.32;2021;2022-09-13 11:16:41.4300000
20059;;3.84;2.76;2021;2022-09-13 11:16:41.4300000
20096;;4.62;2.85;2021;2022-09-13 11:16:41.4300000
20229;;3.11;2.25;2021;2022-09-13 11:16:41.4300000
20278;;;2.15;2021;2022-09-13 11:16:41.4300000
20679;;3.23;1.58;2021;2022-09-13 11:16:41.4300000
20709;;3.68;2.53;2021;2022-09-13 11:16:41.4300000
20862;;3.80;;2021;2022-09-13 11:16:41.4300000
21039;;3.29;2.56;2021;2022-09-13 11:16:41.4300000
21209;;2.77;2.00;2021;2022-09-13 11:16:41.4300000
21465;;3.08;;2021;2022-09-13 11:16:41.4300000
21635;;;2.67;2021;2022-09-13 11:16:41.4300000
21787;;3.98;;2021;2022-09-13 11:16:41.4300000
21891;6.21;;;2021;2022-09-13 11:16:41.4300000
21933;5.88;;;2021;2022-09-13 11:16:41.4300000
22391;;2.18;1.42;2021;2022-09-13 11:16:41.4300000
22603;;3.96;2.42;2021;2022-09-13 11:16:41.4300000
22706;;3.45;1.54;2021;2022-09-13 11:16:41.4300000
22767;;3.21;1.66;2021;2022-09-13 11:16:41.4300000
30259;;3.76;;2021;2022-09-13 11:16:41.4300000
30508;;3.40;1.88;2021;2022-09-13 11:16:41.4300000
30958;;3.14;2.20;2021;2022-09-13 11:16:41.4300000
31045;;2.87;1.67;2021;2022-09-13 11:16:41.4300000
31665;;3.89;;2021;2022-09-13 11:16:41.4300000
31948;;;2.28;2021;2022-09-13 11:16:41.4300000
31999;;3.17;1.82;2021;2022-09-13 11:16:41.4300000
32360;;4.01;1.99;2021;2022-09-13 11:16:41.4300000
32438;0.37;;2.98;2021;2022-09-13 11:16:41.4300000
32591;;2.73;1.26;2021;2022-09-13 11:16:41.4300000
32803;;2.91;2.54;2021;2022-09-13 11:16:41.4300000
33042;;2.46;1.42;2021;2022-09-13 11:16:41.4300000
33212;;2.50;1.81;2021;2022-09-13 11:16:41.4300000
33455;;3.03;1.90;2021;2022-09-13 11:16:41.4300000
33625;;3.06;1.58;2021;2022-09-13 11:16:41.4300000
33662;5.53;;;2021;2022-09-13 11:16:41.4300000
33790;;2.57;2.14;2021;2022-09-13 11:16:41.4300000
34216;4.12;2.83;;2021;2022-09-13 11:16:41.4300000
34373;;4.31;3.05;2021;2022-09-13 11:16:41.4300000
34617;;3.23;1.59;2021;2022-09-13 11:16:41.4300000
34666;;2.74;2.17;2021;2022-09-13 11:16:41.4300000
34770;;3.21;;2021;2022-09-13 11:16:41.4300000
34939;;3.25;1.63;2021;2022-09-13 11:16:41.4300000
34997;;2.31;2.12;2021;2022-09-13 11:16:41.4300000
3402;;;3.02;2021;2022-09-13 11:16:41.4300000
3451;;2.12;2.03;2021;2022-09-13 11:16:41.4300000
3700;;;3.75;2021;2022-09-13 11:16:41.4300000
3797;;3.63;2.65;2021;2022-09-13 11:16:41.4300000
3839;;;2.57;2021;2022-09-13 11:16:41.4300000
4092;;2.54;2.46;2021;2022-09-13 11:16:41.4300000
4157;;;3.09;2021;2022-09-13 11:16:41.4300000
4212;;3.15;2.23;2021;2022-09-13 11:16:41.4300000
4236;;3.02;1.76;2021;2022-09-13 11:16:41.4300000
4397;4.11;;;2021;2022-09-13 11:16:41.4300000
4509;4.36;;;2021;2022-09-13 11:16:41.4300000
4534;5.66;;;2021;2022-09-13 11:16:41.4300000
4674;;3.08;2.08;2021;2022-09-13 11:16:41.4300000
4900;3.56;;;2021;2022-09-13 11:16:41.4300000
4923;;3.33;1.99;2021;2022-09-13 11:16:41.4300000
5022;5.15;;;2021;2022-09-13 11:16:41.4300000
5162;;;2.99;2021;2022-09-13 11:16:41.4300000
5290;;2.80;1.54;2021;2022-09-13 11:16:41.4300000
5307;;3.84;2.32;2021;2022-09-13 11:16:41.4300000
5368;;;2.94;2021;2022-09-13 11:16:41.4300000
5502;;3.28;2.19;2021;2022-09-13 11:16:41.4300000
5678;;2.50;2.37;2021;2022-09-13 11:16:41.4300000
5812;5.49;;;2021;2022-09-13 11:16:41.4300000
5824;;3.94;2.97;2021;2022-09-13 11:16:41.4300000
6063;4.92;3.40;2.63;2021;2022-09-13 11:16:41.4300000
6154;;3.16;1.64;2021;2022-09-13 11:16:41.4300000
6212;4.84;;;2021;2022-09-13 11:16:41.4300000
6348;;3.50;2.80;2021;2022-09-13 11:16:41.4300000
6476;;3.60;2.72;2021;2022-09-13 11:16:41.4300000
6610;;3.51;2.34;2021;2022-09-13 11:16:41.4300000
6658;;3.62;;2021;2022-09-13 11:16:41.4300000
6798;;3.29;2.58;2021;2022-09-13 11:16:41.4300000
6944;3.81;;;2021;2022-09-13 11:16:41.4300000
6973;;2.47;2.07;2021;2022-09-13 11:16:41.4300000
7109;;3.00;2.16;2021;2022-09-13 11:16:41.4300000
7420;6.18;;;2021;2022-09-13 11:16:41.4300000
7560;;4.55;3.63;2021;2022-09-13 11:16:41.4300000
7596;;3.78;2.50;2021;2022-09-13 11:16:41.4300000
7651;6.25;;;2021;2022-09-13 11:16:41.4300000
7729;;3.66;2.70;2021;2022-09-13 11:16:41.4300000
7845;;4.09;2.42;2021;2022-09-13 11:16:41.4300000
7973;5.31;;;2021;2022-09-13 11:16:41.4300000
8059;;4.23;3.44;2021;2022-09-13 11:16:41.4300000
8254;;3.06;2.73;2021;2022-09-13 11:16:41.4300000
8278;5.59;;;2021;2022-09-13 11:16:41.4300000
8394;5.35;;;2021;2022-09-13 11:16:41.4300000
8722;;3.69;2.22;2021;2022-09-13 11:16:41.4300000
8825;;3.83;2.80;2021;2022-09-13 11:16:41.4300000
9106;;3.84;2.80;2021;2022-09-13 11:16:41.4300000
9261;;3.91;3.20;2021;2022-09-13 11:16:41.4300000
9313;;5.98;;2021;2022-09-13 11:16:41.4300000
9573;;;1.86;2021;2022-09-13 11:16:41.4300000
9748;4.98;;;2021;2022-09-13 11:16:41.4300000
9912;;;2.27;2021;2022-09-13 11:16:41.4300000
10066;;3.47;1.83;2021;2022-09-13 11:16:41.4300000
10259;5.30;3.36;2.49;2021;2022-09-13 11:16:41.4300000
10431;;2.53;1.80;2021;2022-09-13 11:16:41.4300000
10583;;2.27;1.75;2021;2022-09-13 11:16:41.4300000
10662;;2.10;2.03;2021;2022-09-13 11:16:41.4300000
10790;;2.78;;2021;2022-09-13 11:16:41.4300000
10984;;2.60;2.14;2021;2022-09-13 11:16:41.4300000
11198;;2.31;1.98;2021;2022-09-13 11:16:41.4300000
11617;;2.64;1.22;2021;2022-09-13 11:16:41.4300000
11630;5.00;4.68;;2021;2022-09-13 11:16:41.4300000
11770;;2.52;1.82;2021;2022-09-13 11:16:41.4300000
11782;;5.69;;2021;2022-09-13 11:16:41.4300000
916699;;3.21;2.54;2021;2022-09-13 11:16:41.4300000
916742;;;1.72;2021;2022-09-13 11:16:41.4300000
917102;;3.35;2.25;2021;2022-09-13 11:16:41.4300000
917837;;2.86;2.07;2021;2022-09-13 11:16:41.4300000
918155;3.92;;;2021;2022-09-13 11:16:41.4300000
918337;;2.94;1.18;2021;2022-09-13 11:16:41.4300000
918556;;2.92;1.64;2021;2022-09-13 11:16:41.4300000
918581;;2.61;2.14;2021;2022-09-13 11:16:41.4300000
918817;;4.92;;2021;2022-09-13 11:16:41.4300000
919068;4.71;2.83;2.06;2021;2022-09-13 11:16:41.4300000
919111;;3.75;2.01;2021;2022-09-13 11:16:41.4300000
919354;;;2.48;2021;2022-09-13 11:16:41.4300000
919858;0.48;;;2021;2022-09-13 11:16:41.4300000
920241;;;1.39;2021;2022-09-13 11:16:41.4300000
920435;;0.15;;2021;2022-09-13 11:16:41.4300000
920666;;5.07;;2021;2022-09-13 11:16:41.4300000
921048;3.87;3.38;2.19;2021;2022-09-13 11:16:41.4300000
921221;;3.25;;2021;2022-09-13 11:16:41.4300000
921427;;2.68;2.01;2021;2022-09-13 11:16:41.4300000
921737;;2.10;1.48;2021;2022-09-13 11:16:41.4300000
922031;;3.06;2.37;2021;2022-09-13 11:16:41.4300000
922444;4.58;;;2021;2022-09-13 11:16:41.4300000
922511;;1.71;2.13;2021;2022-09-13 11:16:41.4300000
922742;;2.39;2.48;2021;2022-09-13 11:16:41.4300000
922766;;;2.20;2021;2022-09-13 11:16:41.4300000
923023;;3.91;3.27;2021;2022-09-13 11:16:41.4300000
923151;;3.27;2.72;2021;2022-09-13 11:16:41.4300000
923187;;;1.54;2021;2022-09-13 11:16:41.4300000
923308;;3.06;2.32;2021;2022-09-13 11:16:41.4300000
923436;;3.19;;2021;2022-09-13 11:16:41.4300000
923825;;2.97;1.61;2021;2022-09-13 11:16:41.4300000
923936;;2.39;1.78;2021;2022-09-13 11:16:41.4300000
924076;;2.51;1.85;2021;2022-09-13 11:16:41.4300000
924106;;2.63;1.92;2021;2022-09-13 11:16:41.4300000
848;;3.07;2.30;2021;2022-09-13 11:16:41.4300000
1016;;2.78;1.84;2021;2022-09-13 11:16:41.4300000
48;;;1.72;2021;2022-09-13 11:16:41.4300000
188;;3.28;2.16;2021;2022-09-13 11:16:41.4300000
322;;2.97;2.18;2021;2022-09-13 11:16:41.4300000
449;4.32;;;2021;2022-09-13 11:16:41.4300000
700;3.79;;;2021;2022-09-13 11:16:41.4300000
735;;3.29;2.12;2021;2022-09-13 11:16:41.4300000
1193;3.56;2.60;1.41;2021;2022-09-13 11:16:41.4300000
1351;4.61;;;2021;2022-09-13 11:16:41.4300000
1508;5.08;;;2021;2022-09-13 11:16:41.4300000
1600;;3.18;2.75;2021;2022-09-13 11:16:41.4300000
1673;;2.92;2.28;2021;2022-09-13 11:16:41.4300000
1824;;3.51;2.65;2021;2022-09-13 11:16:41.4300000
1995;5.91;;;2021;2022-09-13 11:16:41.4300000
2124;3.99;;;2021;2022-09-13 11:16:41.4300000
2264;;;2.58;2021;2022-09-13 11:16:41.4300000
2446;5.10;;;2021;2022-09-13 11:16:41.4300000
2562;;3.47;;2021;2022-09-13 11:16:41.4300000
2586;;3.35;1.89;2021;2022-09-13 11:16:41.4300000
2732;;3.77;2.72;2021;2022-09-13 11:16:41.4300000
2756;5.33;;;2021;2022-09-13 11:16:41.4300000
2859;3.57;2.53;1.36;2021;2022-09-13 11:16:41.4300000
900497;5.06;;;2021;2022-09-13 11:16:41.4300000
900746;3.09;;;2021;2022-09-13 11:16:41.4300000
901106;5.52;;;2021;2022-09-13 11:16:41.4300000
901271;;3.29;1.78;2021;2022-09-13 11:16:41.4300000
901465;;3.14;;2021;2022-09-13 11:16:41.4300000
901702;;3.25;1.46;2021;2022-09-13 11:16:41.4300000
901787;5.12;;;2021;2022-09-13 11:16:41.4300000
901957;4.74;;;2021;2022-09-13 11:16:41.4300000
902135;;2.76;1.88;2021;2022-09-13 11:16:41.4300000
902159;;3.03;1.13;2021;2022-09-13 11:16:41.4300000
902330;;;1.78;2021;2022-09-13 11:16:41.4300000
902573;;3.48;1.56;2021;2022-09-13 11:16:41.4300000
902724;3.62;2.24;0.80;2021;2022-09-13 11:16:41.4300000
902913;;2.91;2.19;2021;2022-09-13 11:16:41.4300000
903048;3.41;3.75;2.38;2021;2022-09-13 11:16:41.4300000
903231;;;2.07;2021;2022-09-13 11:16:41.4300000
903358;4.81;3.96;;2021;2022-09-13 11:16:41.4300000
903541;0.36;;;2021;2022-09-13 11:16:41.4300000
903760;;4.11;2.63;2021;2022-09-13 11:16:41.4300000
903905;4.87;;;2021;2022-09-13 11:16:41.4300000
904090;;3.44;2.73;2021;2022-09-13 11:16:41.4300000
904272;4.92;;;2021;2022-09-13 11:16:41.4300000
904348;4.50;3.24;2.06;2021;2022-09-13 11:16:41.4300000
904430;3.26;2.87;1.30;2021;2022-09-13 11:16:41.4300000
904867;4.30;;;2021;2022-09-13 11:16:41.4300000
904958;;3.74;2.49;2021;2022-09-13 11:16:41.4300000
905008;;3.08;2.51;2021;2022-09-13 11:16:41.4300000
905276;;2.88;2.43;2021;2022-09-13 11:16:41.4300000
905380;4.27;;;2021;2022-09-13 11:16:41.4300000
905434;4.73;;;2021;2022-09-13 11:16:41.4300000
905641;;3.55;2.64;2021;2022-09-13 11:16:41.4300000
905938;;3.18;1.60;2021;2022-09-13 11:16:41.4300000
905999;;2.34;2.68;2021;2022-09-13 11:16:41.4300000
906207;;;2.94;2021;2022-09-13 11:16:41.4300000
906414;;2.54;1.91;2021;2022-09-13 11:16:41.4300000
906682;;3.62;;2021;2022-09-13 11:16:41.4300000
907157;;2.65;1.95;2021;2022-09-13 11:16:41.4300000
907194;;3.15;1.77;2021;2022-09-13 11:16:41.4300000
907352;;2.81;0.76;2021;2022-09-13 11:16:41.4300000
907376;3.96;2.80;1.27;2021;2022-09-13 11:16:41.4300000
907546;;3.16;1.72;2021;2022-09-13 11:16:41.4300000
907790;;3.79;;2021;2022-09-13 11:16:41.4300000
908046;;3.41;1.40;2021;2022-09-13 11:16:41.4300000
908228;;;1.56;2021;2022-09-13 11:16:41.4300000
908800;;1.66;1.52;2021;2022-09-13 11:16:41.4300000
909051;4.43;3.09;1.47;2021;2022-09-13 11:16:41.4300000
909075;3.98;3.61;2.33;2021;2022-09-13 11:16:41.4300000
909099;;;1.57;2021;2022-09-13 11:16:41.4300000
909212;3.79;;;2021;2022-09-13 11:16:41.4300000
909397;3.94;;;2021;2022-09-13 11:16:41.4300000
909555;;2.71;1.14;2021;2022-09-13 11:16:41.4300000
909609;4.19;3.04;1.48;2021;2022-09-13 11:16:41.4300000
910119;;3.51;1.75;2021;2022-09-13 11:16:41.4300000
910260;4.37;;;2021;2022-09-13 11:16:41.4300000
910387;;2.95;2.32;2021;2022-09-13 11:16:41.4300000
910429;;;;2021;2022-09-13 11:16:41.4300000
910636;;3.02;2.29;2021;2022-09-13 11:16:41.4300000
910880;5.07;;;2021;2022-09-13 11:16:41.4300000
911461;;2.53;1.33;2021;2022-09-13 11:16:41.4300000
912098;;2.36;1.53;2021;2022-09-13 11:16:41.4300000
912897;2.82;2.95;2.45;2021;2022-09-13 11:16:41.4300000
913736;;2.48;1.69;2021;2022-09-13 11:16:41.4300000
913996;;;2.79;2021;2022-09-13 11:16:41.4300000
924283;;2.86;1.88;2021;2022-09-13 11:16:41.4300000
924398;4.87;;1.64;2021;2022-09-13 11:16:41.4300000
924416;;2.05;1.34;2021;2022-09-13 11:16:41.4300000
924672;;3.18;2.96;2021;2022-09-13 11:16:41.4300000
924945;4.31;2.71;2.22;2021;2022-09-13 11:16:41.4300000
924969;;2.90;2.26;2021;2022-09-13 11:16:41.4300000
925093;;2.68;;2021;2022-09-13 11:16:41.4300000
925226;4.58;;;2021;2022-09-13 11:16:41.4300000
925378;4.12;3.29;;2021;2022-09-13 11:16:41.4300000
925482;;2.55;1.65;2021;2022-09-13 11:16:41.4300000
925640;;2.29;2.73;2021;2022-09-13 11:16:41.4300000
925792;;2.78;;2021;2022-09-13 11:16:41.4300000
925913;;3.04;1.81;2021;2022-09-13 11:16:41.4300000
926085;;;;2021;2022-09-13 11:16:41.4300000
28685;;3.45;2.25;2021;2022-09-13 11:16:41.4300000
28859;;3.03;0.27;2021;2022-09-13 11:16:41.4300000
28903;;3.48;3.26;2021;2022-09-13 11:16:41.4300000
29661;;3.68;1.78;2021;2022-09-13 11:16:41.4300000
29865;;3.75;;2021;2022-09-13 11:16:41.4300000
30053;;3.01;1.81;2021;2022-09-13 11:16:41.4300000
30247;;3.98;1.98;2021;2022-09-13 11:16:41.4300000
30260;;2.19;0.39;2021;2022-09-13 11:16:41.4300000
30466;5.09;;;2021;2022-09-13 11:16:41.4300000
30624;;3.25;2.27;2021;2022-09-13 11:16:41.4300000
30831;;2.14;1.67;2021;2022-09-13 11:16:41.4300000
31297;;2.71;0.12;2021;2022-09-13 11:16:41.4300000
31549;;2.16;1.10;2021;2022-09-13 11:16:41.4300000
31732;;2.97;2.78;2021;2022-09-13 11:16:41.4300000
31963;;2.66;2.83;2021;2022-09-13 11:16:41.4300000
32189;;3.56;1.63;2021;2022-09-13 11:16:41.4300000
32311;5.32;;;2021;2022-09-13 11:16:41.4300000
32384;;2.89;1.52;2021;2022-09-13 11:16:41.4300000
32505;;2.23;2.80;2021;2022-09-13 11:16:41.4300000
32682;;3.86;2.06;2021;2022-09-13 11:16:41.4300000
32700;;;1.59;2021;2022-09-13 11:16:41.4300000
32918;;2.05;;2021;2022-09-13 11:16:41.4300000
33443;;1.81;1.33;2021;2022-09-13 11:16:41.4300000
41300;;2.73;2.30;2021;2022-09-13 11:16:41.4300000
41506;0.11;0.88;;2021;2022-09-13 11:16:41.4300000
41701;4.56;;;2021;2022-09-13 11:16:41.4300000
41956;5.41;3.71;;2021;2022-09-13 11:16:41.4300000
41973;;3.30;2.50;2021;2022-09-13 11:16:41.4300000
42110;3.91;;;2021;2022-09-13 11:16:41.4300000
42316;5.63;4.05;1.97;2021;2022-09-13 11:16:41.4300000
42336;5.00;4.44;;2021;2022-09-13 11:16:41.4300000
42547;3.50;4.09;;2021;2022-09-13 11:16:41.4300000
42705;;2.31;;2021;2022-09-13 11:16:41.4300000
42936;;1.98;1.83;2021;2022-09-13 11:16:41.4300000
43254;;2.62;1.55;2021;2022-09-13 11:16:41.4300000
43394;;4.31;0.21;2021;2022-09-13 11:16:41.4300000
43722;4.02;;;2021;2022-09-13 11:16:41.4300000
43916;;;1.93;2021;2022-09-13 11:16:41.4300000
44441;;2.91;1.57;2021;2022-09-13 11:16:41.4300000
44672;2.92;;;2021;2022-09-13 11:16:41.4300000
44921;;;2.09;2021;2022-09-13 11:16:41.4300000
44957;;3.07;1.44;2021;2022-09-13 11:16:41.4300000
45081;6.44;3.93;1.67;2021;2022-09-13 11:16:41.4300000
45329;;3.09;2.72;2021;2022-09-13 11:16:41.4300000
45445;;2.94;;2021;2022-09-13 11:16:41.4300000
45500;;4.09;3.22;2021;2022-09-13 11:16:41.4300000
45615;;4.08;2.77;2021;2022-09-13 11:16:41.4300000
45640;;;2.63;2021;2022-09-13 11:16:41.4300000
46127;;3.29;1.54;2021;2022-09-13 11:16:41.4300000
46224;2.59;2.62;1.85;2021;2022-09-13 11:16:41.4300000
46279;;2.96;2.41;2021;2022-09-13 11:16:41.4300000
46425;;2.47;1.42;2021;2022-09-13 11:16:41.4300000
46565;;3.64;2.09;2021;2022-09-13 11:16:41.4300000
46826;4.87;;;2021;2022-09-13 11:16:41.4300000
47041;;2.49;1.96;2021;2022-09-13 11:16:41.4300000
47193;0.14;;;2021;2022-09-13 11:16:41.4300000
47387;;2.78;2.40;2021;2022-09-13 11:16:41.4300000
47405;;3.11;2.76;2021;2022-09-13 11:16:41.4300000
47909;;2.58;2.13;2021;2022-09-13 11:16:41.4300000
48458;;2.38;1.80;2021;2022-09-13 11:16:41.4300000
48628;4.19;;;2021;2022-09-13 11:16:41.4300000
48719;3.38;2.66;1.52;2021;2022-09-13 11:16:41.4300000
48948;;3.94;3.09;2021;2022-09-13 11:16:41.4300000
49189;;4.29;0.17;2021;2022-09-13 11:16:41.4300000
49396;;;3.13;2021;2022-09-13 11:16:41.4300000
49542;;1.84;2.49;2021;2022-09-13 11:16:41.4300000
49724;;2.66;1.66;2021;2022-09-13 11:16:41.4300000
49967;;3.81;2.17;2021;2022-09-13 11:16:41.4300000
70038;;2.72;;2021;2022-09-13 11:16:41.4300000
79873;;2.77;;2021;2022-09-13 11:16:41.4300000
191267;;;2.32;2021;2022-09-13 11:16:41.4300000
267697;4.63;;;2021;2022-09-13 11:16:41.4300000
268288;3.31;;;2021;2022-09-13 11:16:41.4300000
269396;;2.87;1.77;2021;2022-09-13 11:16:41.4300000
269402;4.19;;;2021;2022-09-13 11:16:41.4300000
290075;;;2.59;2021;2022-09-13 11:16:41.4300000
362759;;2.94;;2021;2022-09-13 11:16:41.4300000
434784;;3.27;2.20;2021;2022-09-13 11:16:41.4300000
435508;;2.19;1.69;2021;2022-09-13 11:16:41.4300000
436057;;3.56;;2021;2022-09-13 11:16:41.4300000
444121;4.64;;;2021;2022-09-13 11:16:41.4300000
447663;;2.44;1.84;2021;2022-09-13 11:16:41.4300000
462925;;2.45;1.74;2021;2022-09-13 11:16:41.4300000
478209;;2.48;;2021;2022-09-13 11:16:41.4300000
495311;;4.20;;2021;2022-09-13 11:16:41.4300000
496790;;;2.53;2021;2022-09-13 11:16:41.4300000
560510;;3.39;2.87;2021;2022-09-13 11:16:41.4300000
564990;2.89;2.29;2.06;2021;2022-09-13 11:16:41.4300000
565052;;2.87;2.55;2021;2022-09-13 11:16:41.4300000
576499;;1.92;;2021;2022-09-13 11:16:41.4300000
578575;;3.71;1.79;2021;2022-09-13 11:16:41.4300000
900151;;3.38;1.97;2021;2022-09-13 11:16:41.4300000
900345;;3.19;2.47;2021;2022-09-13 11:16:41.4300000
914373;5.88;;;2021;2022-09-13 11:16:41.4300000
914629;;3.99;;2021;2022-09-13 11:16:41.4300000
914769;;3.04;2.07;2021;2022-09-13 11:16:41.4300000
914782;;3.16;1.52;2021;2022-09-13 11:16:41.4300000
915117;;;;2021;2022-09-13 11:16:41.4300000
916110;;3.19;1.17;2021;2022-09-13 11:16:41.4300000
916511;3.99;;;2021;2022-09-13 11:16:41.4300000
16408;;4.81;;2021;2022-09-13 11:16:41.4300000
16445;;2.68;1.62;2021;2022-09-13 11:16:41.4300000
16858;;;1.91;2021;2022-09-13 11:16:41.4300000
16998;6.02;;;2021;2022-09-13 11:16:41.4300000
17139;;3.57;2.56;2021;2022-09-13 11:16:41.4300000
17401;;2.60;2.37;2021;2022-09-13 11:16:41.4300000
17425;;;3.13;2021;2022-09-13 11:16:41.4300000
17577;;4.44;3.65;2021;2022-09-13 11:16:41.4300000
17711;4.19;4.56;2.43;2021;2022-09-13 11:16:41.4300000
17887;;2.92;1.95;2021;2022-09-13 11:16:41.4300000
18036;;3.43;;2021;2022-09-13 11:16:41.4300000
18041;;5.02;3.47;2021;2022-09-13 11:16:41.4300000
18168;;2.77;2.70;2021;2022-09-13 11:16:41.4300000
18348;5.32;;;2021;2022-09-13 11:16:41.4300000
18570;;3.56;2.63;2021;2022-09-13 11:16:41.4300000
18594;;4.09;2.61;2021;2022-09-13 11:16:41.4300000
18739;;3.33;;2021;2022-09-13 11:16:41.4300000
18843;;5.36;4.07;2021;2022-09-13 11:16:41.4300000
18983;;2.53;;2021;2022-09-13 11:16:41.4300000
19112;;3.68;2.42;2021;2022-09-13 11:16:41.4300000
19252;;2.94;;2021;2022-09-13 11:16:41.4300000
19461;;3.62;;2021;2022-09-13 11:16:41.4300000
19653;;2.89;2.15;2021;2022-09-13 11:16:41.4300000
20000;;2.95;2.50;2021;2022-09-13 11:16:41.4300000
20102;6.24;4.40;2.76;2021;2022-09-13 11:16:41.4300000
20345;;2.98;2.59;2021;2022-09-13 11:16:41.4300000
20527;;2.43;1.76;2021;2022-09-13 11:16:41.4300000
20540;;2.47;1.33;2021;2022-09-13 11:16:41.4300000
20710;;4.60;2.73;2021;2022-09-13 11:16:41.4300000
20928;;3.44;2.93;2021;2022-09-13 11:16:41.4300000
21052;;3.77;2.32;2021;2022-09-13 11:16:41.4300000
21064;;2.85;3.20;2021;2022-09-13 11:16:41.4300000
21222;;4.88;3.33;2021;2022-09-13 11:16:41.4300000
21246;;3.17;2.00;2021;2022-09-13 11:16:41.4300000
21441;;2.97;2.30;2021;2022-09-13 11:16:41.4300000
21611;;;2.72;2021;2022-09-13 11:16:41.4300000
22056;4.13;2.60;;2021;2022-09-13 11:16:41.4300000
22238;;2.40;2.58;2021;2022-09-13 11:16:41.4300000
22469;;2.96;2.26;2021;2022-09-13 11:16:41.4300000
22585;;2.37;1.72;2021;2022-09-13 11:16:41.4300000
22640;;3.22;2.26;2021;2022-09-13 11:16:41.4300000
22780;5.81;;;2021;2022-09-13 11:16:41.4300000
22925;;3.01;1.56;2021;2022-09-13 11:16:41.4300000
23097;;3.14;;2021;2022-09-13 11:16:41.4300000
23590;;;1.44;2021;2022-09-13 11:16:41.4300000
23848;5.04;;;2021;2022-09-13 11:16:41.4300000
23954;;2.73;1.94;2021;2022-09-13 11:16:41.4300000
24119;;;2.15;2021;2022-09-13 11:16:41.4300000
24272;;3.10;1.62;2021;2022-09-13 11:16:41.4300000
24417;;;2.51;2021;2022-09-13 11:16:41.4300000
24545;;3.65;0.42;2021;2022-09-13 11:16:41.4300000
24703;;2.48;1.75;2021;2022-09-13 11:16:41.4300000
25057;4.80;;;2021;2022-09-13 11:16:41.4300000
33650;;;2.39;2021;2022-09-13 11:16:41.4300000
33741;4.84;;;2021;2022-09-13 11:16:41.4300000
33753;;2.85;1.29;2021;2022-09-13 11:16:41.4300000
33832;;3.37;1.72;2021;2022-09-13 11:16:41.4300000
33911;;3.76;2.20;2021;2022-09-13 11:16:41.4300000
34125;;3.59;1.67;2021;2022-09-13 11:16:41.4300000
34228;;4.32;3.33;2021;2022-09-13 11:16:41.4300000
34356;;5.52;4.26;2021;2022-09-13 11:16:41.4300000
34563;3.82;;;2021;2022-09-13 11:16:41.4300000
34873;;3.04;1.74;2021;2022-09-13 11:16:41.4300000
35014;;;2.39;2021;2022-09-13 11:16:41.4300000
35087;;3.47;2.53;2021;2022-09-13 11:16:41.4300000
35208;;;2.03;2021;2022-09-13 11:16:41.4300000
35361;;;4.43;2021;2022-09-13 11:16:41.4300000
35452;3.66;2.45;1.62;2021;2022-09-13 11:16:41.4300000
35506;;2.77;1.54;2021;2022-09-13 11:16:41.4300000
35658;4.42;;;2021;2022-09-13 11:16:41.4300000
35865;;3.03;1.61;2021;2022-09-13 11:16:41.4300000
35956;;4.11;2.44;2021;2022-09-13 11:16:41.4300000
36262;4.26;3.51;;2021;2022-09-13 11:16:41.4300000
36419;3.58;2.87;1.86;2021;2022-09-13 11:16:41.4300000
36687;;;1.98;2021;2022-09-13 11:16:41.4300000
36936;;3.65;2.02;2021;2022-09-13 11:16:41.4300000
37060;2.63;2.74;;2021;2022-09-13 11:16:41.4300000
37096;;2.43;1.41;2021;2022-09-13 11:16:41.4300000
37217;;2.30;1.36;2021;2022-09-13 11:16:41.4300000
37333;4.90;;;2021;2022-09-13 11:16:41.4300000
37597;5.01;;;2021;2022-09-13 11:16:41.4300000
37795;;3.24;0.92;2021;2022-09-13 11:16:41.4300000
37977;;2.74;1.61;2021;2022-09-13 11:16:41.4300000
38155;6.63;;;2021;2022-09-13 11:16:41.4300000
38295;;;1.94;2021;2022-09-13 11:16:41.4300000
38428;3.72;2.62;2.14;2021;2022-09-13 11:16:41.4300000
38805;2.85;2.55;1.36;2021;2022-09-13 11:16:41.4300000
39184;;3.13;;2021;2022-09-13 11:16:41.4300000
39287;;2.92;2.02;2021;2022-09-13 11:16:41.4300000
39305;4.38;;;2021;2022-09-13 11:16:41.4300000
39652;;2.95;1.98;2021;2022-09-13 11:16:41.4300000
39780;3.91;2.79;;2021;2022-09-13 11:16:41.4300000
39974;;3.21;2.69;2021;2022-09-13 11:16:41.4300000
40162;;;0.33;2021;2022-09-13 11:16:41.4300000
40423;4.07;;;2021;2022-09-13 11:16:41.4300000
40599;3.20;;;2021;2022-09-13 11:16:41.4300000
40721;;4.05;3.64;2021;2022-09-13 11:16:41.4300000
40939;3.37;1.97;0.87;2021;2022-09-13 11:16:41.4300000
40988;3.75;3.33;2.36;2021;2022-09-13 11:16:41.4300000
41063;;;2.34;2021;2022-09-13 11:16:41.4300000
5800;3.88;;;2021;2022-09-13 11:16:41.4300000
5898;;1.88;1.87;2021;2022-09-13 11:16:41.4300000
5964;4.57;;;2021;2022-09-13 11:16:41.4300000
6002;4.14;;;2021;2022-09-13 11:16:41.4300000
