COD_ESC;IDESP_AI;IDESP_AF;IDESP_EM;ANO_APLICACAO;DTCADASTRO
913443;;2.97;1.39;2018;2023-03-20 14:28:49.1370000
913455;;4.12;;2018;2023-03-20 14:28:49.1370000
913522;;4.25;1.97;2018;2023-03-20 14:28:49.1370000
913534;;3.54;2.65;2018;2023-03-20 14:28:49.1370000
913546;;3.28;2.40;2018;2023-03-20 14:28:49.1370000
913571;;3.10;2.97;2018;2023-03-20 14:28:49.1370000
913583;;3.89;2.78;2018;2023-03-20 14:28:49.1370000
913625;;1.99;;2018;2023-03-20 14:28:49.1370000
913649;6.94;;;2018;2023-03-20 14:28:49.1370000
913662;6.33;6.25;4.76;2018;2023-03-20 14:28:49.1370000
913674;6.25;7.50;4.76;2018;2023-03-20 14:28:49.1370000
913736;;3.38;2.59;2018;2023-03-20 14:28:49.1370000
913741;;5.83;;2018;2023-03-20 14:28:49.1370000
913765;5.65;;;2018;2023-03-20 14:28:49.1370000
913807;;2.51;2.68;2018;2023-03-20 14:28:49.1370000
913820;;;2.70;2018;2023-03-20 14:28:49.1370000
913832;;3.72;2.58;2018;2023-03-20 14:28:49.1370000
913856;;3.07;1.92;2018;2023-03-20 14:28:49.1370000
913868;;2.69;2.08;2018;2023-03-20 14:28:49.1370000
913923;5.47;3.44;2.45;2018;2023-03-20 14:28:49.1370000
913972;;3.66;2.30;2018;2023-03-20 14:28:49.1370000
913984;4.20;3.51;1.55;2018;2023-03-20 14:28:49.1370000
913996;;;3.09;2018;2023-03-20 14:28:49.1370000
914009;;3.11;2.12;2018;2023-03-20 14:28:49.1370000
914010;;3.40;1.82;2018;2023-03-20 14:28:49.1370000
914137;;3.27;2.02;2018;2023-03-20 14:28:49.1370000
914174;;2.44;;2018;2023-03-20 14:28:49.1370000
914198;;3.48;2.24;2018;2023-03-20 14:28:49.1370000
914265;;2.20;2.33;2018;2023-03-20 14:28:49.1370000
914290;;2.73;2.01;2018;2023-03-20 14:28:49.1370000
914307;;2.43;2.07;2018;2023-03-20 14:28:49.1370000
914356;;3.33;3.37;2018;2023-03-20 14:28:49.1370000
914368;;2.70;2.77;2018;2023-03-20 14:28:49.1370000
914373;7.39;;;2018;2023-03-20 14:28:49.1370000
914411;;3.09;2.37;2018;2023-03-20 14:28:49.1370000
914435;;2.96;;2018;2023-03-20 14:28:49.1370000
914459;;3.25;2.21;2018;2023-03-20 14:28:49.1370000
914460;;;2.30;2018;2023-03-20 14:28:49.1370000
914484;;2.41;2.35;2018;2023-03-20 14:28:49.1370000
914514;;3.89;;2018;2023-03-20 14:28:49.1370000
914587;;3.92;3.01;2018;2023-03-20 14:28:49.1370000
914605;;3.01;2.98;2018;2023-03-20 14:28:49.1370000
914617;;2.38;1.74;2018;2023-03-20 14:28:49.1370000
914629;;3.73;;2018;2023-03-20 14:28:49.1370000
914630;;;3.06;2018;2023-03-20 14:28:49.1370000
914666;;4.14;3.34;2018;2023-03-20 14:28:49.1370000
914678;6.07;;;2018;2023-03-20 14:28:49.1370000
914691;;2.99;2.35;2018;2023-03-20 14:28:49.1370000
914708;;2.97;1.80;2018;2023-03-20 14:28:49.1370000
914712;5.75;;;2018;2023-03-20 14:28:49.1370000
914721;;3.46;2.48;2018;2023-03-20 14:28:49.1370000
914733;4.06;2.82;2.05;2018;2023-03-20 14:28:49.1370000
914745;5.45;3.11;;2018;2023-03-20 14:28:49.1370000
914757;;2.70;1.38;2018;2023-03-20 14:28:49.1370000
914769;;2.71;2.25;2018;2023-03-20 14:28:49.1370000
914782;;2.51;2.14;2018;2023-03-20 14:28:49.1370000
914794;4.15;;;2018;2023-03-20 14:28:49.1370000
914800;4.83;3.46;2.35;2018;2023-03-20 14:28:49.1370000
914812;5.39;;;2018;2023-03-20 14:28:49.1370000
914824;5.17;;;2018;2023-03-20 14:28:49.1370000
914836;7.81;;;2018;2023-03-20 14:28:49.1370000
914848;5.44;3.41;2.39;2018;2023-03-20 14:28:49.1370000
914873;6.60;2.89;;2018;2023-03-20 14:28:49.1370000
914885;6.32;;;2018;2023-03-20 14:28:49.1370000
914897;4.34;2.78;2.17;2018;2023-03-20 14:28:49.1370000
914915;;3.66;;2018;2023-03-20 14:28:49.1370000
914927;6.50;4.35;3.59;2018;2023-03-20 14:28:49.1370000
914940;;3.33;2.29;2018;2023-03-20 14:28:49.1370000
914988;;2.95;1.96;2018;2023-03-20 14:28:49.1370000
914997;;3.36;2.97;2018;2023-03-20 14:28:49.1370000
915002;;;3.12;2018;2023-03-20 14:28:49.1370000
915026;4.31;2.78;;2018;2023-03-20 14:28:49.1370000
915075;;5.21;3.67;2018;2023-03-20 14:28:49.1370000
915087;;3.49;3.20;2018;2023-03-20 14:28:49.1370000
915105;4.66;;;2018;2023-03-20 14:28:49.1370000
915117;;;1.54;2018;2023-03-20 14:28:49.1370000
915233;;3.61;2.48;2018;2023-03-20 14:28:49.1370000
915269;;3.49;2.56;2018;2023-03-20 14:28:49.1370000
915282;6.01;;;2018;2023-03-20 14:28:49.1370000
915497;;;3.64;2018;2023-03-20 14:28:49.1370000
9155;;3.56;2.11;2018;2023-03-20 14:28:49.1370000
915555;5.53;4.29;;2018;2023-03-20 14:28:49.1370000
915580;7.22;;;2018;2023-03-20 14:28:49.1370000
915592;3.49;2.62;1.33;2018;2023-03-20 14:28:49.1370000
915609;;2.86;2.75;2018;2023-03-20 14:28:49.1370000
915658;5.37;3.62;;2018;2023-03-20 14:28:49.1370000
915661;5.70;2.23;;2018;2023-03-20 14:28:49.1370000
915671;;3.46;1.78;2018;2023-03-20 14:28:49.1370000
915683;;3.54;2.02;2018;2023-03-20 14:28:49.1370000
915695;4.13;;;2018;2023-03-20 14:28:49.1370000
915701;3.96;;;2018;2023-03-20 14:28:49.1370000
915725;5.97;3.32;1.74;2018;2023-03-20 14:28:49.1370000
915737;6.01;;;2018;2023-03-20 14:28:49.1370000
915749;;3.36;2.65;2018;2023-03-20 14:28:49.1370000
915750;;3.02;1.97;2018;2023-03-20 14:28:49.1370000
915828;7.03;;;2018;2023-03-20 14:28:49.1370000
915944;;4.60;3.41;2018;2023-03-20 14:28:49.1370000
916024;;2.73;2.66;2018;2023-03-20 14:28:49.1370000
916080;;3.34;;2018;2023-03-20 14:28:49.1370000
916110;;3.26;2.10;2018;2023-03-20 14:28:49.1370000
916122;;3.02;2.02;2018;2023-03-20 14:28:49.1370000
916183;5.56;;;2018;2023-03-20 14:28:49.1370000
916262;;3.58;2.98;2018;2023-03-20 14:28:49.1370000
916286;;2.41;2.55;2018;2023-03-20 14:28:49.1370000
916304;4.56;3.14;;2018;2023-03-20 14:28:49.1370000
916341;7.26;;;2018;2023-03-20 14:28:49.1370000
916432;;2.67;2.39;2018;2023-03-20 14:28:49.1370000
916473;;3.25;2.24;2018;2023-03-20 14:28:49.1370000
916493;;2.63;1.35;2018;2023-03-20 14:28:49.1370000
916500;5.28;;;2018;2023-03-20 14:28:49.1370000
916511;5.02;;;2018;2023-03-20 14:28:49.1370000
916523;;4.37;2.35;2018;2023-03-20 14:28:49.1370000
916535;4.79;;;2018;2023-03-20 14:28:49.1370000
916559;;2.65;1.56;2018;2023-03-20 14:28:49.1370000
916584;;3.22;2.08;2018;2023-03-20 14:28:49.1370000
916648;;;1.89;2018;2023-03-20 14:28:49.1370000
916651;;4.24;;2018;2023-03-20 14:28:49.1370000
916675;;3.25;2.54;2018;2023-03-20 14:28:49.1370000
916699;;4.11;3.07;2018;2023-03-20 14:28:49.1370000
9167;;3.47;2.18;2018;2023-03-20 14:28:49.1370000
916717;;3.65;3.51;2018;2023-03-20 14:28:49.1370000
916729;;2.74;1.95;2018;2023-03-20 14:28:49.1370000
916730;5.03;2.53;1.83;2018;2023-03-20 14:28:49.1370000
916742;;;1.78;2018;2023-03-20 14:28:49.1370000
916754;4.57;2.85;1.34;2018;2023-03-20 14:28:49.1370000
916766;4.29;;;2018;2023-03-20 14:28:49.1370000
916785;5.26;;;2018;2023-03-20 14:28:49.1370000
916791;;3.70;2.58;2018;2023-03-20 14:28:49.1370000
916808;4.36;3.09;2.15;2018;2023-03-20 14:28:49.1370000
916812;6.20;;2.04;2018;2023-03-20 14:28:49.1370000
916821;5.13;3.18;;2018;2023-03-20 14:28:49.1370000
916833;;3.14;;2018;2023-03-20 14:28:49.1370000
916845;4.94;;;2018;2023-03-20 14:28:49.1370000
916857;;2.69;1.75;2018;2023-03-20 14:28:49.1370000
916869;;3.41;2.76;2018;2023-03-20 14:28:49.1370000
916900;4.23;3.50;;2018;2023-03-20 14:28:49.1370000
916924;;3.53;;2018;2023-03-20 14:28:49.1370000
916948;;3.43;1.97;2018;2023-03-20 14:28:49.1370000
916959;;3.18;;2018;2023-03-20 14:28:49.1370000
916961;;2.95;2.50;2018;2023-03-20 14:28:49.1370000
916985;4.42;;1.46;2018;2023-03-20 14:28:49.1370000
917;;3.16;2.70;2018;2023-03-20 14:28:49.1370000
917000;;3.70;2.62;2018;2023-03-20 14:28:49.1370000
917011;;3.54;;2018;2023-03-20 14:28:49.1370000
917035;4.73;;;2018;2023-03-20 14:28:49.1370000
917084;4.20;;;2018;2023-03-20 14:28:49.1370000
917102;;3.26;2.15;2018;2023-03-20 14:28:49.1370000
917151;8.04;;;2018;2023-03-20 14:28:49.1370000
917199;6.64;;;2018;2023-03-20 14:28:49.1370000
917254;;2.97;1.93;2018;2023-03-20 14:28:49.1370000
917266;6.25;3.85;2.19;2018;2023-03-20 14:28:49.1370000
917291;;3.86;;2018;2023-03-20 14:28:49.1370000
917312;;1.66;1.78;2018;2023-03-20 14:28:49.1370000
917382;;2.73;1.73;2018;2023-03-20 14:28:49.1370000
917394;5.72;;;2018;2023-03-20 14:28:49.1370000
917448;5.90;3.84;;2018;2023-03-20 14:28:49.1370000
917503;4.71;2.23;1.92;2018;2023-03-20 14:28:49.1370000
917515;;4.70;3.95;2018;2023-03-20 14:28:49.1370000
917540;;3.02;2.18;2018;2023-03-20 14:28:49.1370000
917552;;3.54;2.68;2018;2023-03-20 14:28:49.1370000
917588;;3.25;2.39;2018;2023-03-20 14:28:49.1370000
917597;5.44;;;2018;2023-03-20 14:28:49.1370000
917643;;3.30;2.36;2018;2023-03-20 14:28:49.1370000
917655;4.36;;;2018;2023-03-20 14:28:49.1370000
917680;;3.12;3.58;2018;2023-03-20 14:28:49.1370000
917746;6.84;3.82;2.89;2018;2023-03-20 14:28:49.1370000
917758;5.29;4.02;2.57;2018;2023-03-20 14:28:49.1370000
917761;;;3.66;2018;2023-03-20 14:28:49.1370000
917783;;;2.44;2018;2023-03-20 14:28:49.1370000
917837;;2.51;2.07;2018;2023-03-20 14:28:49.1370000
917898;;3.92;3.03;2018;2023-03-20 14:28:49.1370000
917916;;2.86;1.53;2018;2023-03-20 14:28:49.1370000
917928;6.70;;;2018;2023-03-20 14:28:49.1370000
917953;5.81;;;2018;2023-03-20 14:28:49.1370000
917965;;2.57;2.01;2018;2023-03-20 14:28:49.1370000
917977;;4.15;3.85;2018;2023-03-20 14:28:49.1370000
917990;;2.91;;2018;2023-03-20 14:28:49.1370000
920642;;;2.75;2018;2023-03-20 14:28:49.1370000
920666;;5.09;;2018;2023-03-20 14:28:49.1370000
920678;;3.18;2.39;2018;2023-03-20 14:28:49.1370000
920757;;2.69;3.40;2018;2023-03-20 14:28:49.1370000
920770;;5.44;;2018;2023-03-20 14:28:49.1370000
920782;;3.31;2.59;2018;2023-03-20 14:28:49.1370000
920794;;3.88;3.68;2018;2023-03-20 14:28:49.1370000
920800;;3.41;2.75;2018;2023-03-20 14:28:49.1370000
920940;;2.84;2.23;2018;2023-03-20 14:28:49.1370000
920997;4.09;2.29;1.52;2018;2023-03-20 14:28:49.1370000
9210;;4.38;3.08;2018;2023-03-20 14:28:49.1370000
921002;;3.19;1.86;2018;2023-03-20 14:28:49.1370000
921026;;2.55;1.35;2018;2023-03-20 14:28:49.1370000
921038;;3.12;2.38;2018;2023-03-20 14:28:49.1370000
921048;5.30;3.13;2.66;2018;2023-03-20 14:28:49.1370000
921051;;3.00;2.87;2018;2023-03-20 14:28:49.1370000
921063;;2.95;1.70;2018;2023-03-20 14:28:49.1370000
921087;3.36;2.18;0.82;2018;2023-03-20 14:28:49.1370000
921105;;2.52;1.68;2018;2023-03-20 14:28:49.1370000
921117;4.80;3.98;;2018;2023-03-20 14:28:49.1370000
921129;;4.08;3.50;2018;2023-03-20 14:28:49.1370000
921130;;3.96;2.86;2018;2023-03-20 14:28:49.1370000
921154;4.16;4.23;4.73;2018;2023-03-20 14:28:49.1370000
921178;;3.08;2.72;2018;2023-03-20 14:28:49.1370000
921185;;3.27;3.05;2018;2023-03-20 14:28:49.1370000
921221;;2.65;1.62;2018;2023-03-20 14:28:49.1370000
921257;;2.35;1.89;2018;2023-03-20 14:28:49.1370000
921282;6.23;;;2018;2023-03-20 14:28:49.1370000
921312;;3.14;2.21;2018;2023-03-20 14:28:49.1370000
921324;;2.93;1.71;2018;2023-03-20 14:28:49.1370000
921336;5.46;;;2018;2023-03-20 14:28:49.1370000
921361;;2.89;;2018;2023-03-20 14:28:49.1370000
921373;;2.53;2.09;2018;2023-03-20 14:28:49.1370000
921385;;3.94;3.34;2018;2023-03-20 14:28:49.1370000
921397;;3.58;2.48;2018;2023-03-20 14:28:49.1370000
921415;6.18;;;2018;2023-03-20 14:28:49.1370000
921427;;2.92;2.04;2018;2023-03-20 14:28:49.1370000
921439;;2.20;1.23;2018;2023-03-20 14:28:49.1370000
921440;;2.50;2.11;2018;2023-03-20 14:28:49.1370000
921464;4.62;;;2018;2023-03-20 14:28:49.1370000
921476;;2.54;2.00;2018;2023-03-20 14:28:49.1370000
921497;;2.36;1.60;2018;2023-03-20 14:28:49.1370000
921518;4.17;1.88;;2018;2023-03-20 14:28:49.1370000
921543;;3.98;2.41;2018;2023-03-20 14:28:49.1370000
921567;;2.87;2.38;2018;2023-03-20 14:28:49.1370000
921579;6.43;5.85;4.41;2018;2023-03-20 14:28:49.1370000
921701;5.02;;;2018;2023-03-20 14:28:49.1370000
921725;;3.54;1.99;2018;2023-03-20 14:28:49.1370000
921737;;2.73;2.18;2018;2023-03-20 14:28:49.1370000
921749;;2.73;2.11;2018;2023-03-20 14:28:49.1370000
921750;;4.07;3.87;2018;2023-03-20 14:28:49.1370000
921804;5.44;3.27;2.22;2018;2023-03-20 14:28:49.1370000
921836;;5.01;;2018;2023-03-20 14:28:49.1370000
921920;;2.32;1.80;2018;2023-03-20 14:28:49.1370000
921944;;3.15;3.41;2018;2023-03-20 14:28:49.1370000
921981;5.75;3.63;;2018;2023-03-20 14:28:49.1370000
922018;;;3.60;2018;2023-03-20 14:28:49.1370000
922024;6.46;;;2018;2023-03-20 14:28:49.1370000
922031;;3.14;2.51;2018;2023-03-20 14:28:49.1370000
922092;3.63;;;2018;2023-03-20 14:28:49.1370000
922109;;2.38;1.73;2018;2023-03-20 14:28:49.1370000
922146;;2.70;2.25;2018;2023-03-20 14:28:49.1370000
922171;;3.89;;2018;2023-03-20 14:28:49.1370000
922183;;3.70;0.72;2018;2023-03-20 14:28:49.1370000
922249;;3.53;2.11;2018;2023-03-20 14:28:49.1370000
922250;5.37;;;2018;2023-03-20 14:28:49.1370000
922304;6.92;;;2018;2023-03-20 14:28:49.1370000
922353;;5.71;;2018;2023-03-20 14:28:49.1370000
922365;;4.11;2.73;2018;2023-03-20 14:28:49.1370000
922420;6.19;;;2018;2023-03-20 14:28:49.1370000
922432;5.86;;;2018;2023-03-20 14:28:49.1370000
922444;6.97;;;2018;2023-03-20 14:28:49.1370000
922481;;;2.83;2018;2023-03-20 14:28:49.1370000
922511;;2.48;1.84;2018;2023-03-20 14:28:49.1370000
922547;;3.88;2.19;2018;2023-03-20 14:28:49.1370000
922559;6.67;3.87;3.12;2018;2023-03-20 14:28:49.1370000
922584;;3.28;2.48;2018;2023-03-20 14:28:49.1370000
922614;;2.56;1.81;2018;2023-03-20 14:28:49.1370000
922626;;3.24;2.44;2018;2023-03-20 14:28:49.1370000
922663;;3.71;;2018;2023-03-20 14:28:49.1370000
922687;;1.77;1.85;2018;2023-03-20 14:28:49.1370000
922717;;3.25;2.92;2018;2023-03-20 14:28:49.1370000
922742;4.53;3.26;;2018;2023-03-20 14:28:49.1370000
922754;;3.18;1.66;2018;2023-03-20 14:28:49.1370000
922766;;;2.51;2018;2023-03-20 14:28:49.1370000
922821;;3.74;;2018;2023-03-20 14:28:49.1370000
922857;;3.01;2.57;2018;2023-03-20 14:28:49.1370000
922894;;3.43;2.48;2018;2023-03-20 14:28:49.1370000
922900;5.28;2.26;1.81;2018;2023-03-20 14:28:49.1370000
922912;;;3.49;2018;2023-03-20 14:28:49.1370000
922924;;4.28;;2018;2023-03-20 14:28:49.1370000
922959;;;4.67;2018;2023-03-20 14:28:49.1370000
922961;;2.87;1.64;2018;2023-03-20 14:28:49.1370000
922973;5.29;2.46;2.48;2018;2023-03-20 14:28:49.1370000
922985;;3.55;2.25;2018;2023-03-20 14:28:49.1370000
923000;;;3.90;2018;2023-03-20 14:28:49.1370000
923023;;4.14;3.82;2018;2023-03-20 14:28:49.1370000
923035;;3.89;3.05;2018;2023-03-20 14:28:49.1370000
923047;;2.16;1.59;2018;2023-03-20 14:28:49.1370000
923059;;2.98;2.54;2018;2023-03-20 14:28:49.1370000
923060;;1.11;1.81;2018;2023-03-20 14:28:49.1370000
923072;;2.12;1.32;2018;2023-03-20 14:28:49.1370000
923096;;2.05;1.03;2018;2023-03-20 14:28:49.1370000
923114;;2.82;1.79;2018;2023-03-20 14:28:49.1370000
923138;;3.72;1.99;2018;2023-03-20 14:28:49.1370000
923148;;3.84;2.88;2018;2023-03-20 14:28:49.1370000
923151;;4.06;2.28;2018;2023-03-20 14:28:49.1370000
923163;;3.27;2.30;2018;2023-03-20 14:28:49.1370000
923175;;4.01;2.11;2018;2023-03-20 14:28:49.1370000
923187;;2.62;2.12;2018;2023-03-20 14:28:49.1370000
923199;;2.32;1.97;2018;2023-03-20 14:28:49.1370000
923205;;2.45;1.49;2018;2023-03-20 14:28:49.1370000
923217;;2.48;1.92;2018;2023-03-20 14:28:49.1370000
923229;;2.42;1.80;2018;2023-03-20 14:28:49.1370000
923254;;3.11;1.90;2018;2023-03-20 14:28:49.1370000
923266;;4.63;2.53;2018;2023-03-20 14:28:49.1370000
923278;;2.10;1.39;2018;2023-03-20 14:28:49.1370000
923285;4.64;2.48;1.71;2018;2023-03-20 14:28:49.1370000
923291;;3.18;1.17;2018;2023-03-20 14:28:49.1370000
923308;;3.25;2.21;2018;2023-03-20 14:28:49.1370000
923312;;1.88;1.60;2018;2023-03-20 14:28:49.1370000
923321;;3.46;2.53;2018;2023-03-20 14:28:49.1370000
923333;;3.14;2.72;2018;2023-03-20 14:28:49.1370000
923345;;2.59;1.94;2018;2023-03-20 14:28:49.1370000
923357;;2.79;2.29;2018;2023-03-20 14:28:49.1370000
923369;5.83;4.22;2.67;2018;2023-03-20 14:28:49.1370000
923370;;3.41;2.27;2018;2023-03-20 14:28:49.1370000
923382;;3.79;2.58;2018;2023-03-20 14:28:49.1370000
923394;;2.86;1.19;2018;2023-03-20 14:28:49.1370000
9234;;5.22;;2018;2023-03-20 14:28:49.1370000
923400;;2.65;1.68;2018;2023-03-20 14:28:49.1370000
923424;;3.10;2.03;2018;2023-03-20 14:28:49.1370000
923436;;3.01;2.55;2018;2023-03-20 14:28:49.1370000
923448;;3.87;3.01;2018;2023-03-20 14:28:49.1370000
923459;;3.35;2.36;2018;2023-03-20 14:28:49.1370000
923461;;2.84;2.36;2018;2023-03-20 14:28:49.1370000
923473;;3.85;2.91;2018;2023-03-20 14:28:49.1370000
923485;5.08;2.94;2.79;2018;2023-03-20 14:28:49.1370000
923497;;2.86;2.21;2018;2023-03-20 14:28:49.1370000
923503;;2.61;1.56;2018;2023-03-20 14:28:49.1370000
923515;4.00;;;2018;2023-03-20 14:28:49.1370000
923527;;;2.75;2018;2023-03-20 14:28:49.1370000
923539;;3.50;;2018;2023-03-20 14:28:49.1370000
923540;5.04;;;2018;2023-03-20 14:28:49.1370000
923552;5.36;;;2018;2023-03-20 14:28:49.1370000
923564;5.53;;;2018;2023-03-20 14:28:49.1370000
923576;5.26;;;2018;2023-03-20 14:28:49.1370000
923588;;3.02;1.78;2018;2023-03-20 14:28:49.1370000
923597;;3.20;1.50;2018;2023-03-20 14:28:49.1370000
923606;4.34;;;2018;2023-03-20 14:28:49.1370000
923618;5.02;;;2018;2023-03-20 14:28:49.1370000
923624;;2.81;2.18;2018;2023-03-20 14:28:49.1370000
923631;;3.15;2.16;2018;2023-03-20 14:28:49.1370000
923643;;3.19;1.78;2018;2023-03-20 14:28:49.1370000
923655;4.86;2.56;2.04;2018;2023-03-20 14:28:49.1370000
923667;4.71;;;2018;2023-03-20 14:28:49.1370000
923679;;4.35;1.73;2018;2023-03-20 14:28:49.1370000
923709;5.65;2.77;1.57;2018;2023-03-20 14:28:49.1370000
923722;;3.17;2.04;2018;2023-03-20 14:28:49.1370000
923746;4.58;;;2018;2023-03-20 14:28:49.1370000
923758;;2.66;;2018;2023-03-20 14:28:49.1370000
923761;;;3.39;2018;2023-03-20 14:28:49.1370000
923771;;3.00;2.29;2018;2023-03-20 14:28:49.1370000
923783;;2.65;2.24;2018;2023-03-20 14:28:49.1370000
923795;;;4.03;2018;2023-03-20 14:28:49.1370000
923801;;3.00;;2018;2023-03-20 14:28:49.1370000
923813;5.47;;;2018;2023-03-20 14:28:49.1370000
923825;;2.67;1.96;2018;2023-03-20 14:28:49.1370000
923837;;2.73;2.06;2018;2023-03-20 14:28:49.1370000
923849;;3.93;;2018;2023-03-20 14:28:49.1370000
923850;;2.74;1.59;2018;2023-03-20 14:28:49.1370000
923874;;5.20;3.88;2018;2023-03-20 14:28:49.1370000
923886;;3.85;3.05;2018;2023-03-20 14:28:49.1370000
923898;;2.61;;2018;2023-03-20 14:28:49.1370000
923904;;4.21;3.96;2018;2023-03-20 14:28:49.1370000
923916;4.26;2.24;1.32;2018;2023-03-20 14:28:49.1370000
923928;;3.41;2.34;2018;2023-03-20 14:28:49.1370000
923936;;2.86;1.68;2018;2023-03-20 14:28:49.1370000
923941;;3.23;2.80;2018;2023-03-20 14:28:49.1370000
923953;;3.78;1.88;2018;2023-03-20 14:28:49.1370000
923977;;;2.82;2018;2023-03-20 14:28:49.1370000
923990;;3.58;1.59;2018;2023-03-20 14:28:49.1370000
924003;;3.69;1.69;2018;2023-03-20 14:28:49.1370000
924015;5.55;;;2018;2023-03-20 14:28:49.1370000
924027;4.82;;;2018;2023-03-20 14:28:49.1370000
924039;;2.70;2.44;2018;2023-03-20 14:28:49.1370000
924040;;2.48;1.87;2018;2023-03-20 14:28:49.1370000
924052;;4.23;2.59;2018;2023-03-20 14:28:49.1370000
924076;;2.51;2.23;2018;2023-03-20 14:28:49.1370000
924088;;3.29;3.56;2018;2023-03-20 14:28:49.1370000
924106;;2.30;1.98;2018;2023-03-20 14:28:49.1370000
924118;;2.24;1.92;2018;2023-03-20 14:28:49.1370000
924124;;3.07;2.73;2018;2023-03-20 14:28:49.1370000
924131;;3.10;2.40;2018;2023-03-20 14:28:49.1370000
924143;;3.94;2.97;2018;2023-03-20 14:28:49.1370000
924167;;3.36;2.01;2018;2023-03-20 14:28:49.1370000
924192;;3.22;;2018;2023-03-20 14:28:49.1370000
924209;6.22;;;2018;2023-03-20 14:28:49.1370000
924210;;3.92;;2018;2023-03-20 14:28:49.1370000
924246;3.90;3.67;;2018;2023-03-20 14:28:49.1370000
924258;5.27;2.84;2.90;2018;2023-03-20 14:28:49.1370000
924271;;;1.50;2018;2023-03-20 14:28:49.1370000
924283;;3.30;2.57;2018;2023-03-20 14:28:49.1370000
924295;;3.84;1.97;2018;2023-03-20 14:28:49.1370000
924301;;4.07;;2018;2023-03-20 14:28:49.1370000
924313;;2.86;2.17;2018;2023-03-20 14:28:49.1370000
45561;;3.16;2.87;2018;2023-03-20 14:28:49.1370000
45573;;3.08;2.73;2018;2023-03-20 14:28:49.1370000
4558;5.28;;;2018;2023-03-20 14:28:49.1370000
45585;;3.38;3.17;2018;2023-03-20 14:28:49.1370000
45597;5.30;;;2018;2023-03-20 14:28:49.1370000
45603;4.98;3.83;;2018;2023-03-20 14:28:49.1370000
4561;5.86;;;2018;2023-03-20 14:28:49.1370000
45615;;4.69;2.90;2018;2023-03-20 14:28:49.1370000
45627;;3.55;;2018;2023-03-20 14:28:49.1370000
45640;;;3.03;2018;2023-03-20 14:28:49.1370000
45664;;3.37;2.64;2018;2023-03-20 14:28:49.1370000
45676;5.87;3.36;2.47;2018;2023-03-20 14:28:49.1370000
45697;5.36;4.35;3.04;2018;2023-03-20 14:28:49.1370000
45706;7.74;;;2018;2023-03-20 14:28:49.1370000
4571;5.95;4.24;;2018;2023-03-20 14:28:49.1370000
45718;;3.37;2.20;2018;2023-03-20 14:28:49.1370000
45724;;2.89;3.07;2018;2023-03-20 14:28:49.1370000
457243;3.97;3.02;;2018;2023-03-20 14:28:49.1370000
45731;;3.22;;2018;2023-03-20 14:28:49.1370000
45755;;2.55;0.57;2018;2023-03-20 14:28:49.1370000
45810;;3.14;1.87;2018;2023-03-20 14:28:49.1370000
45822;;4.18;3.04;2018;2023-03-20 14:28:49.1370000
4583;;2.66;;2018;2023-03-20 14:28:49.1370000
45834;;2.36;2.48;2018;2023-03-20 14:28:49.1370000
45861;;3.02;1.98;2018;2023-03-20 14:28:49.1370000
45895;;4.03;2.91;2018;2023-03-20 14:28:49.1370000
45913;;3.43;3.61;2018;2023-03-20 14:28:49.1370000
4595;;3.75;2.95;2018;2023-03-20 14:28:49.1370000
4601;6.59;;;2018;2023-03-20 14:28:49.1370000
46036;7.27;;;2018;2023-03-20 14:28:49.1370000
46048;5.25;;;2018;2023-03-20 14:28:49.1370000
46059;;3.14;2.78;2018;2023-03-20 14:28:49.1370000
46061;4.74;2.79;1.75;2018;2023-03-20 14:28:49.1370000
46085;;3.80;2.97;2018;2023-03-20 14:28:49.1370000
46097;;;2.47;2018;2023-03-20 14:28:49.1370000
461143;5.30;;;2018;2023-03-20 14:28:49.1370000
46127;;2.96;1.49;2018;2023-03-20 14:28:49.1370000
461295;5.17;;2.43;2018;2023-03-20 14:28:49.1370000
4613;;2.28;1.21;2018;2023-03-20 14:28:49.1370000
461301;4.50;;;2018;2023-03-20 14:28:49.1370000
461313;;;3.87;2018;2023-03-20 14:28:49.1370000
461325;4.21;;;2018;2023-03-20 14:28:49.1370000
46139;;4.56;3.07;2018;2023-03-20 14:28:49.1370000
46152;;2.69;2.27;2018;2023-03-20 14:28:49.1370000
461635;4.11;2.74;;2018;2023-03-20 14:28:49.1370000
46164;;3.56;3.30;2018;2023-03-20 14:28:49.1370000
46176;5.28;2.97;2.06;2018;2023-03-20 14:28:49.1370000
46188;;2.51;2.23;2018;2023-03-20 14:28:49.1370000
46197;;3.02;2.29;2018;2023-03-20 14:28:49.1370000
462;;2.03;2.08;2018;2023-03-20 14:28:49.1370000
462019;;3.13;2.35;2018;2023-03-20 14:28:49.1370000
46218;4.81;3.13;;2018;2023-03-20 14:28:49.1370000
46224;3.22;2.73;1.25;2018;2023-03-20 14:28:49.1370000
46231;8.62;;;2018;2023-03-20 14:28:49.1370000
462330;;;4.41;2018;2023-03-20 14:28:49.1370000
462342;;;4.23;2018;2023-03-20 14:28:49.1370000
462378;;;5.26;2018;2023-03-20 14:28:49.1370000
46243;6.31;2.41;1.52;2018;2023-03-20 14:28:49.1370000
4625;;4.50;3.74;2018;2023-03-20 14:28:49.1370000
462536;;4.69;2.90;2018;2023-03-20 14:28:49.1370000
46255;5.66;;;2018;2023-03-20 14:28:49.1370000
462664;5.15;;;2018;2023-03-20 14:28:49.1370000
