BANHEIROS,COZINHA,LABORATÓRIO,ESPORTE,SALAS DE AULA,LEITURA,OUTROS,IDESP_AF
6,6,1,2,19,2,10,2.61
5,3,1,1,10,1,8,3.43
7,5,1,2,21,1,10,3.64
5,2,0,1,7,0,7,0.0
9,3,1,1,12,2,10,3.47
4,2,1,0,5,0,3,0.0
4,1,1,0,6,1,8,3.26
5,2,0,1,7,1,7,4.06
6,3,0,1,10,0,5,3.22
5,4,1,1,7,1,6,3.98
12,3,1,1,5,1,5,4.04
5,2,0,1,5,0,6,4.79
6,2,1,1,8,0,6,0.0
8,2,1,2,8,0,5,0.0
5,2,0,1,4,1,7,3.84
19,6,3,1,28,1,10,3.69
8,2,1,1,12,0,7,3.84
7,1,1,1,5,1,5,0.0
7,4,1,1,23,0,8,0.0
5,4,1,1,12,0,8,4.24
4,2,0,1,5,0,4,0.0
5,5,1,1,14,1,5,2.58
2,3,1,0,7,0,3,3.37
4,3,0,1,9,0,7,3.18
6,3,2,1,5,1,6,3.7
5,3,1,1,6,1,9,5.13
5,2,0,1,9,0,6,4.46
8,3,0,1,10,1,7,3.28
6,5,1,1,11,1,10,3.09
8,4,1,1,14,1,7,0.0
5,3,0,1,5,1,6,5.63
5,2,1,1,7,1,5,3.64
7,3,0,1,15,0,12,3.84
5,3,2,1,12,1,9,5.87
5,2,0,1,8,1,5,0.0
7,4,1,1,12,1,9,3.12
5,3,1,1,14,1,11,0.0
5,5,1,1,20,1,13,3.83
7,3,1,1,9,1,15,3.15
4,3,2,1,16,1,9,3.18
4,4,1,2,9,0,6,3.62
5,3,1,1,10,1,5,3.47
5,3,1,1,11,0,8,3.98
4,2,2,1,9,0,6,0.0
5,2,1,1,11,1,6,3.56
6,4,0,1,16,0,12,2.68
7,2,1,1,7,1,4,2.83
5,2,1,0,4,1,6,4.44
6,3,2,1,10,1,13,3.37
4,2,1,1,12,1,12,2.27
8,4,2,1,12,2,13,2.9
4,3,3,1,11,1,9,3.15
7,4,1,1,9,1,5,4.95
7,3,1,1,11,1,6,3.27
4,2,1,1,6,1,5,0.0
5,5,3,1,13,1,7,2.92
5,3,1,1,6,1,8,2.44
6,3,0,1,14,0,6,3.7
8,3,1,1,13,1,12,0.0
4,2,3,2,8,1,10,2.68
5,2,1,1,6,1,9,4.2
4,2,0,1,7,1,8,3.74
6,4,0,1,13,1,11,2.94
4,5,1,2,13,1,8,2.49
4,2,2,1,10,1,8,5.0
8,4,1,1,15,1,8,3.06
6,3,0,1,9,0,8,3.9
10,3,1,1,21,1,14,0.0
2,4,2,2,12,1,7,3.3
3,4,2,1,20,1,6,3.19
4,5,1,1,16,1,8,0.0
7,5,2,2,19,1,12,2.82
5,4,1,1,15,0,7,3.28
6,3,1,1,22,1,9,2.93
6,5,2,1,17,1,8,2.68
6,4,1,1,9,1,7,3.75
3,4,1,2,16,1,8,3.33
5,2,0,1,6,0,5,0.0
7,4,2,1,20,1,13,3.25
7,3,1,1,16,1,10,0.0
7,4,2,1,19,0,8,0.0
5,4,1,1,16,1,11,0.0
4,2,0,1,15,0,4,3.67
2,2,0,1,6,0,4,0.0
5,3,0,1,14,1,8,3.01
5,4,1,1,12,1,6,0.0
6,3,1,1,16,1,11,2.73
6,2,0,1,8,1,5,3.81
4,2,1,1,11,1,4,4.64
4,4,1,1,9,1,10,3.13
8,3,1,1,14,1,8,3.5
5,4,1,2,18,1,9,3.82
6,2,1,1,11,1,8,0.0
4,3,1,0,9,0,6,3.16
5,2,1,0,6,0,6,0.0
7,3,1,1,6,1,6,3.82
4,3,2,1,7,1,6,0.0
5,4,2,0,9,1,8,0.0
8,5,1,2,11,1,10,3.75
7,4,1,2,12,1,7,3.04
3,3,0,1,5,0,3,0.0
4,2,0,0,8,0,4,0.0
4,5,1,1,15,1,8,3.79
5,4,1,1,10,0,10,4.4
6,4,1,0,9,1,7,0.0
5,3,1,1,14,0,8,2.85
4,2,1,1,12,1,9,2.94
7,5,1,1,16,1,8,3.15
6,4,0,1,19,1,12,2.96
5,5,3,1,14,1,13,3.18
4,4,2,2,13,1,7,3.03
3,4,1,1,12,0,8,0.0
6,5,1,1,25,0,8,0.0
4,3,2,1,17,0,6,3.22
6,2,0,0,12,1,3,0.0
6,4,1,1,22,0,13,3.08
2,3,2,2,23,1,8,3.57
6,3,1,1,8,1,15,0.0
4,2,0,1,10,1,5,5.06
3,0,2,1,15,1,4,2.94
7,2,1,1,11,1,10,3.66
7,6,1,1,18,1,10,3.75
6,4,1,2,13,1,13,2.88
5,4,1,1,14,0,8,0.0
5,2,1,1,6,0,5,3.92
6,3,1,1,6,1,10,2.85
8,5,2,1,19,1,9,3.95
5,2,1,1,8,0,10,0.0
3,4,0,1,15,1,7,3.73
9,5,1,2,17,1,11,3.08
5,5,1,1,20,1,8,2.41
11,4,4,0,23,1,7,0.0
4,4,1,1,13,0,6,0.0
3,5,2,1,23,1,9,2.09
6,4,1,1,15,1,5,0.0
8,3,3,1,18,1,4,2.67
4,4,1,0,8,1,6,3.09
6,2,0,1,9,0,6,4.01
6,2,2,0,9,1,6,3.15
6,4,0,1,8,1,5,3.68
5,4,2,2,22,1,8,3.26
5,2,0,1,7,1,5,3.12
12,5,3,2,26,1,19,2.55
10,5,2,1,24,1,12,3.47
9,4,3,2,17,1,9,0.0
8,3,2,1,18,1,7,2.79
6,3,0,1,9,1,9,0.0
6,4,1,1,16,0,12,0.0
6,4,2,1,21,1,7,3.62
2,3,1,0,17,1,6,3.26
4,4,1,0,7,1,6,0.0
5,6,2,2,21,2,7,3.66
5,3,2,1,16,1,7,2.83
5,5,1,1,26,0,8,0.0
4,5,1,1,24,1,7,2.35
5,3,1,1,20,1,4,3.48
10,5,1,1,18,1,11,3.74
2,2,0,0,11,0,6,3.45
6,4,2,1,13,1,10,0.0
6,2,2,0,13,0,5,3.17
6,3,0,1,11,1,8,2.26
13,5,1,1,18,1,11,0.0
5,3,1,2,23,1,10,3.37
5,3,1,1,11,1,6,3.16
4,1,1,1,6,0,5,3.53
3,5,0,1,12,1,7,0.0
3,1,1,0,4,0,7,0.0
8,4,2,1,12,1,6,3.58
4,2,0,1,7,1,4,0.0
5,3,1,1,8,0,11,0.0
6,5,1,2,14,1,8,2.59
4,5,2,1,17,1,11,3.28
5,3,1,1,9,1,8,4.27
4,3,2,1,9,0,6,2.64
3,4,2,2,23,1,8,2.92
5,3,1,1,14,0,8,0.0
6,5,2,2,18,0,13,3.93
7,3,1,1,13,1,7,2.63
6,4,3,1,14,1,10,5.25
5,5,1,1,15,1,9,2.63
6,3,1,1,16,1,8,2.91
4,2,1,1,9,1,5,3.62
5,4,1,1,15,1,8,0.0
5,5,1,1,15,1,11,3.65
3,2,0,1,3,0,4,0.0
17,4,2,1,21,2,11,3.78
5,3,1,0,6,1,9,4.43
6,6,2,1,17,1,15,4.0
4,4,1,1,8,1,7,0.0
3,3,1,1,13,1,6,0.0
5,4,1,1,18,1,9,3.05
4,3,2,2,10,0,7,3.84
5,5,1,1,18,1,8,3.37
9,2,0,1,9,1,8,0.0
6,3,0,1,15,1,6,0.0
4,2,1,1,15,1,6,2.81
4,1,1,1,10,1,12,4.85
4,3,1,3,7,1,10,2.97
17,7,4,2,28,1,18,0.0
3,2,2,1,4,0,4,5.28
8,4,1,1,9,1,5,2.43
5,3,1,1,6,1,6,3.89
6,6,1,1,16,1,12,0.0
6,5,1,1,17,1,13,0.0
5,5,1,1,16,1,9,3.27
4,5,1,1,10,1,10,3.19
6,3,0,1,13,1,5,4.05
7,3,2,1,15,1,15,2.88
8,2,0,1,7,2,5,4.34
5,4,0,1,9,0,11,2.88
6,3,1,0,4,0,4,3.58
5,2,0,0,16,1,7,0.0
4,1,1,1,5,1,8,2.59
5,4,2,2,19,1,12,3.5
5,3,1,1,15,1,7,4.59
5,3,2,1,15,1,6,2.95
10,6,1,1,16,1,13,3.17
3,2,1,1,4,0,5,3.96
6,2,1,1,12,1,7,4.81
9,4,1,1,17,0,11,0.0
5,3,1,1,15,1,7,0.0
4,2,1,1,8,1,5,3.12
5,6,3,1,13,1,8,5.04
6,5,2,1,11,1,8,4.26
11,3,3,1,26,0,9,0.0
4,2,1,1,4,0,6,5.22
5,4,2,1,18,0,8,3.4
4,2,1,0,5,0,5,0.0
2,2,0,1,5,0,5,0.0
4,2,0,1,8,0,7,0.0
5,4,1,1,9,1,7,4.12
3,2,0,0,6,0,2,0.0
4,1,0,1,6,1,5,0.0
4,6,1,1,20,1,8,3.33
5,4,1,1,13,1,8,3.28
5,4,1,2,26,0,8,3.03
4,3,0,1,10,0,5,0.0
6,2,0,1,6,1,5,3.54
9,3,1,1,8,1,10,0.0
4,2,1,1,11,1,12,2.81
7,5,2,1,15,1,9,3.59
5,2,1,1,5,1,7,4.18
6,6,0,1,12,1,9,0.0
5,4,0,0,5,0,3,0.0
3,1,0,1,2,1,4,0.0
7,3,1,1,12,1,10,3.57
6,4,0,1,10,1,5,3.52
3,1,1,1,13,0,6,3.42
6,5,2,1,10,1,7,4.21
7,3,2,2,12,1,7,0.0
7,3,1,1,5,1,7,4.84
6,2,1,1,8,1,6,3.63
4,3,1,1,12,0,6,0.0
6,5,2,1,12,1,12,3.55
9,5,1,2,15,1,13,4.65
5,2,1,1,5,0,6,0.0
4,2,1,0,9,1,6,4.74
4,1,1,0,7,0,4,0.0
4,1,1,0,4,1,6,2.59
6,3,1,1,5,1,7,3.64
8,4,1,1,14,1,9,5.21
5,4,1,2,12,1,7,2.84
5,3,1,1,9,1,7,4.56
4,5,2,3,18,1,10,3.65
6,4,1,1,11,0,9,0.0
12,6,1,1,21,1,8,0.0
12,4,1,1,18,0,7,3.62
8,5,1,1,16,1,9,2.82
3,3,0,0,6,1,7,0.0
9,4,0,1,17,0,9,3.39
8,5,1,1,27,0,9,3.32
5,2,0,1,4,0,4,0.0
6,3,1,1,5,1,12,0.0
6,4,3,1,9,1,7,0.0
12,4,1,1,18,1,12,3.8
7,2,1,1,10,1,7,3.8
6,3,0,1,7,0,7,3.75
5,3,0,0,7,0,5,3.88
7,3,0,1,13,0,11,4.5
7,4,3,1,19,1,8,2.94
6,2,2,1,20,1,11,0.0
6,4,1,1,9,1,7,0.0
10,4,1,1,20,1,7,2.11
6,4,1,1,17,0,8,0.0
6,3,1,1,15,1,9,0.0
3,3,1,1,7,0,7,0.0
6,3,1,1,12,1,6,0.0
4,2,1,1,6,1,8,3.9
7,4,2,1,12,1,9,3.89
4,2,1,1,7,0,7,4.25
6,3,1,1,11,1,7,3.41
6,3,2,0,8,1,4,3.11
7,5,1,1,20,0,9,3.91
17,4,3,2,35,1,18,4.08
3,4,1,1,24,1,8,2.73
5,3,0,2,10,0,5,4.37
10,3,1,1,10,0,8,2.49
6,3,1,1,15,1,12,3.75
5,3,1,1,7,0,8,0.0
9,3,0,1,21,1,7,3.73
4,4,2,1,12,1,7,0.0
6,4,1,1,12,0,6,5.36
6,3,2,1,17,1,8,3.22
5,3,1,1,12,1,6,3.48
6,5,3,1,11,1,10,4.98
9,4,1,1,19,1,11,3.85
6,2,0,1,11,1,6,3.88
6,4,1,0,9,1,6,3.53
19,4,2,1,24,1,7,3.41
5,4,0,1,17,1,7,2.71
4,2,1,1,14,1,7,4.3
5,4,1,1,9,0,8,3.61
6,4,1,1,22,1,8,2.76
5,4,2,1,11,1,5,2.79
6,4,1,2,17,1,10,3.86
5,3,1,1,7,1,12,4.46
6,3,1,1,8,1,7,2.11
7,4,1,1,19,1,12,2.35
6,5,3,1,14,1,13,3.77
6,3,1,1,10,1,7,3.83
9,5,0,1,9,1,8,4.22
6,5,2,1,19,1,10,4.04
4,3,1,1,10,1,5,4.81
5,4,0,1,12,1,9,3.1
6,4,1,1,10,1,3,3.72
9,5,3,2,15,1,11,2.64
10,4,1,1,13,1,8,3.16
5,5,1,1,13,0,7,0.0
4,4,1,1,16,1,7,2.74
9,5,2,1,15,1,5,3.07
5,4,1,2,10,1,6,0.0
7,5,1,1,14,0,10,3.34
7,6,2,1,10,1,15,2.55
6,6,2,2,20,1,9,3.84
8,5,2,2,16,1,7,3.55
6,3,0,1,8,0,7,0.0
5,4,2,1,20,1,7,3.01
12,4,1,1,15,1,8,2.69
7,4,1,1,16,1,7,2.7
6,2,1,1,14,1,10,0.0
6,5,3,0,23,0,10,2.4
8,4,2,1,30,1,7,2.37
9,4,1,1,12,1,11,2.91
8,5,2,1,21,1,8,4.29
6,2,0,1,9,1,6,3.14
8,3,1,1,7,1,8,5.51
4,2,1,1,9,1,5,0.0
5,3,1,1,6,0,7,2.44
2,3,1,1,8,1,6,2.8
4,4,1,1,11,1,6,3.13
6,4,1,1,18,1,8,4.6
18,8,3,3,31,1,14,4.11
9,5,2,1,11,1,11,6.03
7,4,2,1,19,2,13,2.97
5,3,1,1,9,1,7,3.08
6,3,2,1,17,1,8,4.07
7,5,1,1,13,1,12,0.0
6,4,2,1,10,1,8,0.0
6,5,2,1,16,1,8,3.07
5,3,0,1,12,0,7,0.0
7,5,2,1,15,1,10,2.44
9,5,0,1,16,1,13,3.12
0,0,0,0,9,0,2,4.22
4,2,1,1,6,1,7,1.91
4,4,1,1,11,1,5,3.07
5,4,1,1,17,1,9,0.0
5,3,0,0,9,1,7,0.0
6,3,4,1,11,1,5,5.91
7,6,5,1,24,1,13,3.61
3,2,0,1,8,0,6,0.0
9,6,1,0,16,1,7,0.0
6,4,1,1,9,1,8,0.0
4,4,1,2,9,1,7,0.0
5,4,1,1,18,1,11,2.35
6,3,1,1,10,1,7,3.8
5,3,1,1,11,1,8,3.52
6,4,2,1,15,1,18,3.58
4,3,2,1,4,1,6,3.33
13,6,2,1,12,2,7,3.58
4,3,2,1,9,1,8,3.95
7,3,1,1,17,1,9,2.39
10,3,1,1,15,1,10,4.75
4,4,2,2,15,1,12,3.11
4,4,0,1,14,1,7,3.47
4,2,3,2,8,1,6,0.0
2,2,0,0,7,0,4,3.3
8,3,1,2,10,1,9,3.02
12,3,2,0,27,1,9,3.69
7,5,1,1,13,1,13,1.86
8,5,3,1,10,1,9,0.0
2,3,1,1,11,1,6,5.3
7,2,1,1,13,1,12,0.0
8,4,2,2,14,1,7,2.32
7,4,2,2,16,0,9,2.86
4,3,1,1,13,1,7,2.56
6,3,4,1,9,1,14,0.0
6,4,1,1,12,1,8,4.77
2,4,1,1,11,1,8,3.18
12,4,2,1,22,1,10,2.73
8,2,1,1,15,1,7,3.46
11,4,3,1,21,1,9,0.0
7,5,1,1,16,1,7,1.81
5,4,2,2,22,1,14,2.43
5,3,1,1,15,1,9,3.28
5,5,2,1,14,1,8,3.22
5,6,1,1,13,1,12,3.34
4,2,2,1,9,1,6,4.16
12,5,3,1,19,1,11,3.31
5,5,1,1,21,1,8,3.67
7,5,2,0,25,1,9,0.0
6,4,2,1,19,1,7,2.85
14,4,1,2,23,1,12,3.59
6,4,1,1,14,1,7,2.59
6,5,2,0,14,1,7,3.16
4,5,2,1,18,1,7,3.16
5,4,2,1,22,0,10,4.1
12,4,2,2,17,1,9,2.45
8,5,2,2,20,1,8,2.83
5,3,2,1,14,1,6,2.61
10,4,1,1,24,1,8,3.36
5,2,1,1,17,1,9,2.03
9,6,2,1,21,1,5,3.56
4,4,2,3,15,1,7,3.09
6,3,1,1,16,1,8,2.24
4,3,2,1,23,1,10,2.83
5,2,0,1,6,1,5,3.98
5,4,1,1,19,1,9,2.56
6,3,1,1,13,1,11,3.64
5,4,1,1,14,1,6,2.93
13,4,8,1,17,1,16,5.28
5,3,2,1,22,1,6,3.21
4,4,1,1,17,1,8,3.33
4,3,2,1,14,1,7,3.45
7,3,1,2,14,1,5,4.37
12,5,2,1,23,1,6,3.51
4,4,1,1,14,0,8,3.35
5,4,1,1,22,1,12,3.84
9,4,1,1,16,1,10,3.73
7,3,2,1,15,1,7,3.38
11,5,2,1,17,1,11,2.97
4,5,1,1,23,2,7,0.0
9,0,4,1,17,2,8,0.0
4,5,2,0,11,1,8,3.43
3,3,0,1,8,0,6,0.0
3,3,1,1,13,2,8,0.0
3,4,1,1,15,0,10,0.0
2,3,1,0,17,1,7,0.0
8,4,2,3,21,1,9,3.28
6,2,3,2,19,1,6,3.36
8,5,1,1,17,1,7,0.0
12,4,2,1,17,1,7,0.0
4,3,1,2,18,1,8,2.6
6,6,1,1,16,0,11,3.36
3,5,2,1,17,1,6,3.13
6,6,1,1,12,1,9,2.83
7,3,1,1,17,1,10,3.35
5,3,3,1,16,1,9,3.7
11,6,1,1,13,1,7,2.46
8,3,1,1,16,1,9,3.18
8,3,1,0,12,1,7,0.0
4,2,1,1,7,1,10,2.9
6,5,1,1,17,1,6,0.0
6,5,1,1,18,1,7,3.18
6,3,1,0,15,1,7,3.4
4,1,5,1,17,0,7,0.0
5,2,1,1,8,0,6,0.0
8,3,0,1,17,1,10,0.0
4,4,1,1,12,1,8,3.54
6,3,2,1,18,1,8,2.73
6,2,1,1,7,1,7,3.73
8,3,1,1,16,1,11,2.48
5,5,1,1,12,2,9,0.0
5,3,1,1,11,1,7,4.16
8,4,1,1,7,1,7,2.78
4,3,2,1,20,1,6,4.74
9,5,2,1,25,1,12,2.4
5,4,1,1,15,1,9,2.45
7,3,2,1,16,1,6,3.04
9,3,1,1,11,1,7,3.47
7,3,2,1,15,1,7,3.68
11,5,2,1,15,1,6,0.0
6,5,2,1,12,1,10,3.01
9,7,5,2,33,2,10,3.39
9,3,1,0,11,0,8,0.0
6,3,1,0,16,0,9,0.0
4,4,1,1,16,0,8,2.77
10,3,1,1,17,1,9,2.99
7,6,1,0,26,1,10,4.0
2,2,2,1,15,1,7,2.99
5,4,0,2,9,0,9,4.04
8,7,2,1,34,1,21,2.86
5,6,1,2,18,1,11,2.78
9,3,1,1,17,2,8,3.22
6,4,1,2,21,1,7,2.88
7,2,0,1,13,1,6,4.25
5,3,2,1,16,1,5,3.2
5,3,0,1,10,1,4,4.18
5,5,1,1,16,1,8,0.0
9,4,2,1,20,1,14,4.45
8,5,1,1,16,1,8,3.82
5,4,1,1,16,1,8,3.86
5,5,2,1,14,1,10,0.0
5,3,1,1,11,1,11,3.43
6,5,2,2,16,1,13,2.71
4,3,1,1,8,1,4,3.74
5,4,1,1,7,1,6,3.27
6,4,1,1,7,1,5,3.93
6,4,0,1,15,1,11,3.15
6,3,0,1,14,0,5,0.0
4,2,0,0,9,0,5,2.89
3,5,2,1,21,1,10,2.44
5,3,1,1,10,0,5,0.0
5,2,0,0,17,0,5,0.0
4,3,1,0,10,0,3,0.0
4,2,1,0,6,1,4,2.1
5,4,4,0,31,1,9,2.87
7,5,1,2,13,1,10,2.77
5,3,0,1,10,1,5,3.45
5,4,0,1,15,1,8,2.53
5,3,1,1,4,1,7,2.88
5,3,1,1,19,1,5,2.78
5,1,0,0,5,1,5,3.26
5,3,1,0,12,1,7,0.0
9,3,2,1,18,0,9,3.45
5,4,1,1,11,0,7,4.22
9,4,1,1,14,0,5,0.0
5,3,1,1,14,1,8,0.0
5,5,2,1,10,1,10,3.48
5,4,2,1,15,1,8,2.55
8,2,1,1,14,1,12,4.11
3,4,3,1,22,1,9,2.83
7,3,4,1,16,1,10,3.19
5,5,1,1,7,0,6,2.39
3,4,1,1,19,1,8,2.96
5,3,1,1,13,1,9,3.48
7,3,1,1,12,1,7,3.11
6,3,1,1,14,1,7,3.56
7,4,0,0,22,0,8,0.0
4,5,1,1,15,1,11,0.0
5,3,1,0,8,0,9,0.0
4,2,0,0,7,0,5,0.0
5,3,1,0,11,1,6,0.0
5,3,3,1,16,1,5,2.35
2,3,1,1,12,1,5,2.68
5,2,1,1,23,0,7,2.6
3,3,2,1,16,2,7,3.12
5,2,1,1,15,0,6,3.02
6,3,0,0,13,1,9,0.0
5,3,1,1,10,0,4,0.0
0,0,0,0,16,0,3,0.0
5,3,1,1,17,1,5,2.15
8,4,4,1,9,1,7,4.55
6,3,1,1,16,1,8,5.09
6,2,1,1,6,1,7,3.91
7,5,2,2,16,1,16,3.9
6,5,2,1,17,1,7,2.72
5,3,0,1,9,0,9,3.3
3,4,0,1,8,1,7,3.4
5,3,1,1,17,0,6,0.0
14,3,2,1,22,1,10,1.94
4,5,1,1,17,1,5,3.12
6,5,1,1,9,1,5,0.0
5,4,2,2,9,1,8,3.04
6,2,1,1,10,0,6,0.0
8,3,0,1,11,0,11,3.71
5,4,1,1,7,1,6,4.55
6,2,0,2,13,0,6,4.05
6,4,1,1,21,1,8,3.92
6,4,1,1,14,1,7,2.62
4,4,2,0,12,1,5,2.8
4,2,1,1,12,1,6,2.71
6,4,2,1,21,1,10,2.46
6,6,2,1,29,1,7,3.28
5,4,1,1,15,1,7,0.0
3,4,1,1,17,1,5,3.09
7,4,3,2,18,1,5,2.39
5,3,1,1,16,1,7,2.9
5,4,0,0,14,1,6,0.0
6,2,1,1,17,1,8,2.8
8,7,2,1,18,1,7,2.85
6,3,1,0,18,1,7,3.09
6,3,1,0,12,1,5,0.0
11,5,1,1,27,1,13,0.0
6,3,0,1,10,0,5,0.0
11,5,1,1,14,1,7,0.0
5,3,2,1,9,1,9,3.13
3,2,0,1,15,0,6,3.48
6,4,2,1,8,1,6,3.64
4,4,1,1,14,1,5,0.0
5,3,0,0,17,0,6,0.0
11,4,2,1,22,1,13,2.84
6,3,1,0,13,0,11,0.0
6,3,1,1,18,1,12,2.87
4,4,1,0,12,0,5,0.0
10,3,1,1,17,1,11,0.0
5,3,1,0,12,0,8,0.0
5,3,1,1,18,1,9,3.29
4,5,1,1,19,0,6,0.0
6,4,1,1,19,1,8,2.69
9,3,0,1,12,1,8,0.0
4,4,0,0,14,0,7,0.0
4,4,1,1,17,1,6,2.83
4,4,2,0,13,1,8,2.61
6,2,1,1,14,0,5,0.0
5,6,2,1,14,1,9,2.37
9,3,2,1,16,0,6,2.62
6,4,0,1,19,0,5,1.94
9,4,1,1,17,1,7,2.84
6,2,1,1,17,0,6,2.92
5,2,1,2,19,1,8,2.93
5,3,1,1,16,0,8,0.0
5,5,1,1,16,1,7,0.0
5,4,2,0,18,1,6,2.55
5,5,2,1,18,1,8,0.0
3,2,1,1,12,1,4,4.23
5,4,1,1,16,1,5,3.66
5,4,2,1,14,1,9,2.93
2,4,1,1,17,1,8,2.35
9,5,2,1,17,1,6,3.24
8,3,2,1,15,2,9,1.45
5,4,1,1,11,1,7,2.75
5,2,0,1,9,0,7,0.0
6,4,0,1,8,0,4,0.0
5,3,0,1,8,0,7,0.0
5,4,1,2,12,1,10,2.51
5,4,1,1,8,1,5,3.43
5,3,1,1,7,0,8,0.0
5,4,1,1,10,0,7,2.59
6,3,2,1,11,1,7,3.75
5,2,1,1,11,1,6,2.86
6,2,1,1,6,0,7,2.73
11,4,2,1,16,1,14,3.68
4,4,1,1,13,1,7,2.54
5,4,3,1,10,1,9,3.43
5,5,2,0,13,1,12,3.61
6,3,1,1,10,1,5,4.33
5,5,2,1,13,1,8,2.18
9,3,1,1,12,2,7,0.0
6,3,1,1,11,1,7,3.75
6,3,1,1,8,0,5,0.0
5,2,1,1,17,0,11,0.0
6,3,1,1,13,1,11,3.03
3,3,1,1,9,1,5,3.2
6,2,1,1,10,0,8,3.69
10,3,2,1,16,0,7,2.8
5,4,1,1,12,1,6,3.29
6,4,0,1,10,1,9,4.96
5,3,0,1,26,1,7,0.0
3,2,2,1,17,0,6,3.3
5,5,2,1,18,1,6,0.0
6,3,1,1,16,1,6,0.0
6,3,1,1,14,1,8,3.77
10,3,1,1,12,2,16,0.0
7,3,1,2,22,1,12,2.69
5,4,1,1,11,0,7,2.22
4,2,0,1,9,1,5,4.73
2,2,0,0,6,1,4,3.21
3,5,3,2,28,1,11,4.86
11,3,1,1,8,0,4,0.0
4,5,3,2,14,1,7,4.04
4,3,1,1,12,1,7,0.0
7,4,3,3,21,1,14,4.54
10,5,3,1,13,1,8,3.72
5,5,1,1,11,1,12,6.06
8,4,3,1,14,1,8,5.1
10,4,3,1,30,1,9,4.68
3,3,4,2,27,2,9,4.16
7,4,2,2,12,1,9,5.37
11,5,6,1,11,1,19,4.07
7,4,3,2,25,1,8,0.0
4,3,3,2,12,1,11,2.85
5,4,2,2,13,0,8,4.01
3,4,2,1,12,1,4,3.65
3,5,2,1,16,1,7,4.71
4,5,1,2,17,1,8,4.57
6,4,3,1,34,1,12,3.3
4,4,4,2,20,1,9,4.23
3,4,1,2,26,1,9,3.47
5,3,0,1,16,1,8,0.0
4,5,2,2,17,1,8,2.98
7,5,1,3,19,1,14,2.64
5,3,0,1,9,1,7,3.38
4,2,1,1,10,0,6,3.43
5,4,1,1,17,0,8,3.78
4,4,3,1,21,1,9,0.0
5,4,1,0,10,0,4,0.0
4,3,0,0,9,0,7,0.0
6,3,1,0,17,0,9,3.87
4,4,0,2,27,0,12,2.7
4,2,1,1,10,0,6,0.0
7,6,2,2,25,2,20,3.63
3,4,2,2,19,2,8,3.53
7,7,3,2,20,1,12,4.83
4,5,2,3,24,2,10,0.0
7,3,2,1,16,1,8,0.0
6,5,1,1,21,0,7,4.65
6,3,2,1,14,1,9,0.0
4,6,2,2,19,1,9,0.0
6,2,1,1,13,1,9,0.0
10,5,3,2,19,2,9,0.0
8,4,2,0,20,1,7,0.0
5,4,2,2,15,1,11,3.85
6,5,2,1,9,1,9,0.0
11,4,1,1,20,1,9,0.0
10,4,2,1,9,1,8,0.0
5,3,1,1,9,1,8,4.99
5,4,2,1,16,1,10,4.32
5,4,0,1,12,0,9,2.72
5,6,2,1,16,1,7,3.51
4,4,1,1,18,1,7,3.96
2,1,0,1,7,0,3,2.38
2,1,1,0,5,0,3,2.51
5,4,1,2,5,1,6,2.69
6,2,1,1,10,1,8,4.47
4,3,1,1,10,1,10,2.61
5,2,1,1,12,0,8,2.44
7,4,1,1,14,1,10,2.39
6,3,0,1,13,1,6,3.27
11,4,2,1,27,1,8,2.43
5,3,1,1,15,1,11,4.01
8,4,1,2,14,1,10,2.76
8,4,1,1,14,1,8,3.0
4,3,1,1,6,1,5,0.3
6,5,2,2,15,1,10,3.78
10,3,2,1,9,1,6,2.58
5,3,0,1,12,1,7,2.58
7,3,3,1,8,1,10,3.33
11,4,2,2,18,1,10,2.87
5,2,1,1,10,2,6,3.28
6,2,2,1,15,1,5,2.28
4,4,1,0,20,1,12,2.8
5,3,1,1,12,0,7,2.83
8,4,0,2,19,1,6,2.6
2,3,1,1,10,1,6,3.05
5,4,2,1,13,1,11,3.01
5,3,1,1,12,1,8,2.63
5,2,0,1,9,1,6,3.67
5,2,0,1,13,0,5,3.02
4,4,2,1,14,1,6,2.88
4,3,1,1,8,1,7,3.83
6,3,1,1,14,1,9,1.64
5,3,1,1,11,1,9,3.16
5,3,1,1,4,1,6,2.44
9,4,2,1,16,2,10,3.02
4,2,1,1,6,1,5,1.67
5,2,0,1,9,0,6,2.71
6,4,0,1,16,0,12,2.42
6,3,1,1,16,1,11,2.47
5,5,3,1,14,1,13,2.72
4,2,0,1,10,1,5,4.19
4,2,1,0,9,1,6,3.51
8,4,1,1,14,1,9,2.9
5,3,0,0,7,0,5,2.96
5,4,2,1,11,1,5,2.16
4,3,1,1,10,1,5,2.99
6,6,2,2,20,1,9,3.73
5,3,1,1,9,1,7,2.81
13,6,2,1,12,2,7,3.16
2,3,1,1,11,1,6,4.28
4,3,1,1,13,1,7,3.19
9,6,2,1,21,1,5,2.86
12,5,2,1,23,1,6,3.07
9,4,1,1,16,1,10,3.83
6,3,2,1,18,1,8,2.94
9,3,1,1,17,2,8,2.92
7,3,1,1,12,1,7,3.25
2,3,1,1,12,1,5,2.79
5,3,0,1,9,0,9,2.94
6,4,1,1,14,1,7,1.86
5,3,1,1,16,1,7,2.98
5,2,1,1,11,1,6,2.14
6,3,1,1,14,1,8,2.83
4,3,2,1,17,1,11,3.03
6,3,1,1,14,0,6,2.33
