BANHEIROS,COZINHA,LABORATÓRIO,ESPORTE,SALAS DE AULA,LEITURA,OUTROS,IDESP_AF
5,6,5,3,30,2,12,3.76
5,2,1,1,10,1,8,2.88
3,4,0,1,13,1,7,3.04
5,3,1,1,17,1,7,4.11
17,6,4,1,27,1,15,3.8
6,6,2,2,19,1,15,2.63
8,4,2,1,10,1,9,1.67
11,4,4,2,22,1,10,2.09
5,2,2,2,19,1,7,3.08
9,3,2,2,20,1,15,3.47
7,3,1,1,15,1,13,2.23
8,4,1,2,16,1,11,3.21
5,3,0,1,11,1,10,4.66
4,2,1,1,9,1,7,1.67
11,5,1,1,20,1,16,3.44
8,6,2,2,25,1,20,3.48
4,3,0,1,11,0,11,3.78
9,2,1,1,10,0,8,3.28
6,4,1,2,10,1,16,2.97
5,3,1,2,7,1,5,3.4
5,3,1,1,14,1,9,2.25
9,5,2,2,27,1,18,3.65
8,3,3,1,8,1,4,3.17
8,5,2,2,13,1,16,4.64
7,3,4,1,15,1,13,4.21
4,4,1,2,12,1,11,4.1
8,2,1,1,12,1,11,3.43
8,3,2,1,13,1,13,3.35
7,4,2,2,15,2,12,2.75
9,4,2,3,12,1,9,3.67
6,3,2,1,9,1,8,1.91
5,4,0,1,16,1,10,2.47
4,3,1,2,19,1,6,2.77
5,4,1,0,16,1,8,2.22
4,5,4,1,9,1,13,4.09
11,4,2,2,13,1,12,3.0
4,3,4,1,31,1,7,3.47
6,6,2,2,14,1,10,3.55
7,5,5,2,21,2,12,3.04
7,6,2,2,22,1,12,2.41
5,4,1,1,21,1,10,3.31
3,4,2,4,20,1,6,2.61
13,6,1,2,20,2,12,3.71
2,1,0,0,15,1,0,2.7
5,4,2,2,21,1,10,3.58
6,4,1,1,13,1,11,3.94
4,4,2,2,18,1,8,3.13
4,4,1,1,18,0,8,3.42
4,4,1,1,21,1,7,2.72
4,6,1,2,17,1,7,3.16
5,2,1,1,13,1,7,3.29
4,4,0,1,8,0,9,4.19
5,3,0,1,21,0,6,2.99
4,4,0,1,13,1,6,2.69
8,4,1,1,22,1,10,2.47
5,6,0,1,23,1,9,3.08
5,4,1,1,13,1,8,2.46
5,4,1,2,16,1,10,3.13
6,5,3,1,22,1,9,3.02
6,3,1,1,11,2,7,3.99
5,5,3,2,24,1,10,2.92
8,4,2,1,16,1,9,3.54
4,3,2,2,22,1,6,3.55
11,5,2,2,28,1,17,3.94
4,5,1,1,15,1,7,2.28
9,4,2,1,16,1,13,3.26
12,7,2,1,27,1,10,2.78
10,4,3,2,29,2,13,3.75
3,2,1,0,12,1,6,2.59
2,3,2,1,15,0,6,3.17
19,6,3,1,28,1,10,3.72
5,4,2,1,16,1,10,3.84
6,5,1,1,11,1,7,2.54
4,3,1,1,8,1,9,3.66
4,4,0,1,15,0,9,3.09
4,2,1,1,7,1,5,4.29
3,3,2,2,23,1,8,2.39
2,3,2,2,18,1,8,2.66
7,4,1,2,23,1,11,3.34
6,2,1,1,11,1,13,1.76
4,3,0,1,11,1,6,3.86
5,4,1,0,9,1,7,2.07
4,3,2,2,17,1,10,2.61
4,2,1,1,5,1,7,3.11
23,11,5,5,27,11,20,3.78
6,2,2,3,11,1,10,3.05
6,5,2,2,15,1,13,4.23
8,2,1,3,14,1,10,3.21
7,4,2,1,13,1,8,4.78
5,4,1,2,14,1,9,3.35
8,5,1,1,27,0,9,2.51
6,3,0,1,7,0,7,2.33
4,2,1,1,7,0,7,3.31
3,4,1,1,24,1,8,2.75
6,3,1,1,15,1,12,3.92
5,4,0,1,17,1,7,2.36
6,3,1,1,8,1,7,2.69
9,5,2,1,15,1,5,3.58
8,4,2,1,30,1,7,2.39
5,3,1,1,6,0,7,2.31
7,4,2,1,19,2,13,3.34
7,5,1,1,16,1,7,1.99
12,5,3,1,19,1,11,2.9
4,5,2,1,18,1,7,3.23
5,2,1,1,17,1,9,2.17
5,4,1,1,14,1,6,2.18
7,5,1,3,19,1,14,3.22
12,4,2,2,26,1,11,3.51
3,3,1,1,14,1,8,3.47
6,4,1,2,10,1,7,3.63
8,6,4,2,19,1,12,3.48
4,5,1,2,16,1,7,3.64
5,4,3,2,14,1,7,3.33
6,4,3,2,27,1,13,3.71
6,5,2,2,20,2,13,3.92
5,4,2,2,14,1,5,3.42
7,5,3,2,20,2,8,3.49
13,7,1,2,11,2,15,3.95
6,4,3,1,13,1,5,3.96
4,3,2,1,17,0,8,2.98
5,4,1,1,10,1,8,2.74
4,3,2,2,12,0,5,2.66
10,5,2,2,15,0,7,2.5
4,2,0,1,9,1,5,2.72
6,4,3,1,16,1,8,2.93
6,4,2,1,20,1,11,2.5
5,4,0,1,12,0,6,3.25
5,1,1,1,6,1,6,1.88
6,6,1,2,20,0,9,3.51
5,4,1,1,10,0,9,3.52
7,3,1,1,8,1,10,2.58
4,4,1,1,13,0,1,1.28
4,2,1,2,7,0,7,3.08
11,7,2,1,11,1,8,3.75
6,3,0,1,9,1,5,2.8
4,3,1,1,17,1,7,3.1
6,3,2,1,16,1,5,2.54
5,5,1,1,21,1,7,3.19
4,5,2,2,17,1,8,3.54
5,3,2,1,14,0,7,2.91
6,5,1,1,14,1,9,2.47
4,3,1,2,11,1,6,3.0
5,3,1,1,16,1,8,3.75
3,2,1,1,13,0,7,3.23
4,4,4,1,11,1,11,3.76
8,4,2,1,19,1,13,2.99
9,5,0,1,23,1,9,2.46
4,3,0,1,13,0,9,3.63
4,3,0,0,9,1,4,3.09
7,4,1,1,18,1,8,2.94
5,6,2,2,22,0,10,2.38
5,2,1,1,4,1,6,0.36
4,3,0,1,9,1,5,2.11
9,3,1,1,12,2,10,3.17
12,3,1,1,5,1,5,3.58
4,3,0,1,9,0,7,3.11
7,4,1,1,9,1,5,3.31
4,2,0,1,15,0,4,3.4
3,5,2,1,17,1,6,2.6
5,3,1,1,11,1,7,2.96
5,3,2,1,16,1,5,3.11
6,4,0,1,15,1,11,1.67
5,3,1,1,4,1,7,1.98
5,3,1,1,17,1,5,2.41
6,5,2,1,17,1,7,2.4
6,4,1,1,21,1,8,3.34
11,4,2,1,22,1,13,2.55
6,4,1,1,19,1,8,3.17
5,6,2,1,14,1,9,2.75
6,3,2,1,11,1,7,3.58
6,3,1,1,10,1,5,0.17
6,3,1,1,13,1,11,2.16
7,3,1,2,22,1,12,2.07
8,4,2,1,24,1,7,2.76
10,6,2,1,22,1,16,2.53
5,5,1,2,12,2,6,3.92
11,4,1,1,19,1,17,2.47
5,5,0,1,10,0,8,3.04
4,2,0,1,12,0,9,3.24
5,3,1,1,7,1,6,3.17
4,2,1,1,8,1,6,2.64
6,2,1,1,20,0,7,2.89
8,4,2,1,16,1,7,3.57
8,5,1,2,20,1,8,2.49
4,4,0,1,15,0,8,3.14
5,3,1,1,18,0,6,3.68
5,4,2,1,16,1,12,3.4
5,5,3,3,19,1,8,4.44
4,2,0,1,12,0,3,3.0
5,4,1,1,16,1,6,2.48
5,3,0,1,10,1,5,2.92
6,4,1,1,8,1,7,2.86
6,3,1,1,5,1,4,1.39
12,4,1,2,22,0,10,2.79
6,3,0,1,11,0,7,2.93
6,3,4,1,13,1,8,4.55
6,4,1,1,8,1,5,2.53
9,5,2,1,17,1,8,2.69
6,3,1,1,12,1,15,2.43
5,3,3,0,16,1,8,2.17
5,6,0,1,16,1,13,1.99
7,4,2,2,14,1,9,3.25
15,4,1,1,20,1,10,1.93
7,4,0,2,16,0,13,2.07
11,4,2,1,11,1,11,2.45
8,5,1,1,18,2,11,2.66
5,3,2,2,11,1,11,3.64
8,4,1,1,19,0,7,2.86
6,1,2,1,14,1,9,2.97
8,3,2,1,12,1,8,3.46
9,4,0,1,16,1,9,2.7
6,3,2,2,15,1,10,2.8
7,4,2,1,12,1,7,2.42
7,7,2,1,13,0,6,2.67
9,5,3,1,16,1,8,3.63
5,3,1,1,13,1,7,2.23
6,4,0,1,11,1,11,3.7
4,2,1,1,5,0,5,3.76
6,5,1,1,11,1,10,3.71
5,3,2,1,11,1,10,3.18
7,4,2,2,23,1,9,2.82
5,5,0,1,9,0,7,3.44
4,3,2,1,9,1,8,1.62
9,4,2,1,15,2,9,3.2
5,3,2,1,16,0,7,3.56
7,5,1,2,15,1,12,3.15
4,3,1,1,7,1,5,2.86
5,3,2,1,11,1,7,3.25
2,5,1,1,15,0,7,2.93
7,4,3,1,24,1,11,3.28
5,2,1,1,8,1,7,3.04
8,4,2,1,12,1,11,4.81
3,1,1,1,9,1,7,1.63
6,2,1,1,4,1,7,3.16
7,4,0,1,17,0,7,2.44
10,5,1,1,13,1,7,3.71
7,3,1,1,6,1,6,3.33
5,4,1,1,10,0,10,3.95
6,4,1,1,22,0,13,3.0
6,4,1,2,13,1,13,2.27
3,4,0,1,15,1,7,2.84
4,1,1,1,6,0,5,3.19
6,5,1,2,14,1,8,2.41
6,5,2,2,18,0,13,3.58
8,4,1,1,9,1,5,2.88
6,2,1,1,12,1,7,3.64
5,4,1,1,9,1,7,2.93
5,2,1,1,5,1,7,3.46
6,5,2,1,10,1,7,3.6
9,5,1,2,15,1,13,4.61
7,6,1,3,19,2,19,5.43
5,4,2,1,11,1,6,2.76
7,3,0,1,14,1,5,3.71
9,3,2,2,15,2,6,3.54
6,5,3,2,13,1,9,5.35
5,2,1,1,7,1,8,3.68
6,2,1,1,16,0,7,2.92
7,3,2,2,14,1,6,3.3
7,2,1,2,15,0,9,2.94
6,3,1,1,13,1,7,3.8
4,2,2,1,13,1,7,3.9
9,4,1,1,12,1,10,2.56
3,3,1,1,10,1,9,2.49
5,2,1,1,6,1,7,4.03
5,3,1,1,13,1,10,3.93
8,4,0,1,12,0,13,2.94
6,2,1,1,11,1,9,2.97
6,3,1,2,9,1,6,5.08
8,4,3,2,23,1,24,2.29
8,4,2,2,24,1,12,3.78
7,5,1,2,12,1,10,2.32
5,4,2,1,11,1,12,3.24
4,2,0,1,15,0,9,1.67
4,4,1,1,12,1,10,4.15
5,4,1,1,10,1,7,2.14
9,5,2,1,22,1,15,3.46
6,4,2,1,19,1,15,2.7
6,4,1,2,13,1,15,4.03
13,8,2,2,29,1,18,3.6
10,3,2,1,14,1,9,1.97
5,4,2,2,21,1,15,3.51
5,3,1,1,11,1,8,2.84
7,3,3,2,13,1,9,2.66
5,3,2,2,27,1,17,2.79
6,2,2,1,10,1,11,2.1
6,2,1,1,8,0,9,2.7
5,4,1,1,13,1,8,2.9
7,4,1,1,16,1,12,4.21
5,3,0,1,17,1,17,4.38
6,2,1,1,12,1,11,3.36
5,4,1,1,16,1,7,3.31
7,3,2,1,12,1,6,0.63
6,3,1,1,7,1,4,2.7
9,3,1,1,13,1,8,2.24
8,3,2,1,12,1,6,4.22
5,4,0,2,17,1,10,2.64
9,7,0,1,30,2,13,2.89
2,1,1,0,8,0,6,1.9
6,3,2,1,18,1,9,2.79
7,4,2,1,21,1,8,2.67
17,6,2,1,30,1,16,2.59
4,3,1,1,4,1,9,3.39
4,4,2,1,22,1,9,3.23
5,5,1,1,15,2,11,3.44
4,4,1,1,17,1,11,3.09
7,4,4,1,14,1,14,3.61
5,5,2,1,19,1,15,3.56
7,4,2,1,17,1,7,2.83
5,4,1,1,8,1,5,2.43
11,3,2,1,15,1,10,2.48
5,4,1,1,11,1,9,3.07
7,4,2,1,14,1,18,2.45
3,2,0,1,10,1,5,2.82
7,3,1,1,10,1,12,1.64
4,3,1,1,10,1,8,3.66
5,4,1,1,11,0,6,2.93
8,6,3,2,15,1,11,3.74
6,3,0,1,8,1,5,4.87
4,3,2,1,20,1,10,3.12
7,3,1,2,10,2,3,2.64
4,4,1,1,7,0,6,2.32
6,3,1,1,19,1,8,4.24
6,2,2,1,13,1,14,2.32
6,4,1,2,15,1,11,2.58
9,3,2,0,15,1,6,2.72
4,3,1,1,5,0,6,0.19
7,4,2,1,13,0,8,3.02
7,4,1,1,25,1,14,2.6
6,8,0,2,18,1,7,3.49
6,4,2,1,18,1,9,3.36
7,7,2,1,17,0,10,2.62
14,3,2,2,21,1,11,3.72
4,2,1,0,9,1,5,3.21
7,2,1,0,10,0,9,3.27
4,4,2,1,13,1,7,2.27
4,4,2,2,25,1,7,3.12
5,4,2,2,18,2,10,3.91
7,5,2,1,19,1,7,2.55
8,3,1,4,18,0,12,2.29
9,3,2,2,16,1,14,2.77
4,2,2,2,12,1,12,4.74
8,5,6,2,32,2,10,2.88
8,5,5,1,26,1,13,3.93
5,1,1,1,14,0,11,2.92
9,4,1,2,23,1,8,3.15
5,4,1,1,16,1,10,3.23
6,3,2,1,15,0,5,2.87
6,5,2,2,15,2,8,3.19
6,6,0,2,15,1,12,3.72
6,3,1,1,15,1,8,2.76
5,2,2,2,15,1,19,2.91
4,4,0,2,18,1,7,2.78
8,4,1,2,13,1,8,1.86
2,4,2,1,14,1,5,3.81
4,2,1,1,8,0,3,3.89
4,4,0,1,13,1,8,5.65
8,5,2,2,19,1,6,2.61
7,7,0,3,26,1,12,3.03
4,6,1,1,15,1,6,2.69
7,4,0,2,15,1,7,1.86
5,3,1,2,19,0,8,2.81
11,5,2,1,19,2,9,3.15
7,4,1,2,14,1,10,3.48
9,4,1,2,18,1,11,3.14
5,2,2,2,14,1,11,2.11
8,5,5,3,18,1,15,2.8
9,5,2,2,18,1,14,2.97
9,1,1,1,15,1,10,2.93
5,5,3,2,21,2,19,2.95
5,3,2,4,14,1,11,4.7
7,3,3,1,10,1,7,3.78
5,3,0,1,13,0,7,2.76
6,2,2,1,15,1,7,2.87
8,4,1,1,20,1,9,2.79
5,3,1,1,11,1,9,2.64
8,3,1,2,16,1,10,2.39
7,5,3,2,25,1,16,3.22
7,2,2,2,13,1,8,2.71
4,4,3,1,17,1,11,3.06
4,2,0,1,10,1,6,3.3
6,4,2,2,12,1,11,3.8
4,2,2,2,12,1,8,3.28
5,3,1,1,9,0,5,3.38
5,2,1,2,15,1,12,3.5
10,6,1,2,10,1,18,2.51
4,3,1,1,20,1,9,2.45
6,5,1,2,13,1,11,3.1
6,4,1,1,21,0,16,2.92
5,2,1,1,7,0,7,1.8
4,3,1,1,14,1,6,2.47
14,5,1,2,25,1,19,3.51
5,3,0,1,19,1,7,2.92
5,2,2,1,10,1,11,2.22
4,3,0,1,14,0,6,3.31
6,2,1,1,17,2,6,3.45
2,3,1,2,21,1,5,2.43
4,2,1,2,22,2,7,3.54
5,2,2,2,15,1,12,3.33
5,4,2,1,20,2,17,2.56
6,3,1,1,9,0,8,3.27
5,3,2,2,15,2,19,2.03
6,3,2,1,18,1,10,3.2
6,5,2,3,29,1,12,3.23
3,3,5,2,14,1,7,2.63
5,4,3,1,15,1,10,3.85
4,4,2,1,14,1,8,3.71
7,4,2,2,19,1,13,3.75
6,4,2,1,18,1,11,3.47
10,4,3,2,23,1,9,3.88
10,4,5,2,15,1,11,3.62
6,4,0,2,18,0,12,3.2
9,4,3,1,35,2,13,2.79
4,3,2,2,20,1,6,3.65
13,5,2,2,19,1,15,2.39
4,5,2,2,15,1,10,2.98
7,5,3,2,20,2,9,2.06
8,3,3,2,21,1,19,3.18
6,6,3,3,20,1,18,3.2
5,4,2,2,30,1,15,3.49
10,4,3,2,21,1,11,4.6
9,5,1,2,22,1,15,3.18
8,4,1,1,24,1,13,2.37
7,6,3,2,24,4,21,3.67
6,5,2,3,11,1,8,3.49
5,4,3,2,26,1,10,3.54
4,3,2,1,16,1,8,2.92
8,6,2,2,29,1,19,3.14
2,3,1,1,18,1,8,3.47
13,4,8,1,17,1,16,4.9
7,4,3,3,21,1,14,4.09
4,3,3,2,12,1,11,3.13
4,4,4,2,20,1,9,3.95
4,4,0,2,27,0,12,2.78
5,6,2,1,16,1,7,2.38
10,4,2,1,18,1,10,2.75
9,2,1,1,14,1,9,3.87
3,2,1,1,10,1,6,2.78
4,3,0,1,8,0,4,2.15
7,3,1,1,13,1,9,2.76
12,5,2,1,22,1,15,2.89
4,5,1,2,19,1,13,3.43
6,4,1,2,19,1,8,2.71
5,3,2,2,17,1,11,2.95
5,3,1,1,13,1,7,2.58
5,3,1,2,10,1,7,2.59
5,2,1,1,8,1,6,1.76
1,2,2,0,14,1,7,3.33
6,3,1,1,11,1,8,3.52
2,2,2,1,8,0,6,1.94
5,4,3,1,19,1,10,4.06
5,3,1,0,10,1,9,2.33
7,3,1,1,8,1,5,3.54
5,3,0,1,7,1,7,2.97
5,3,1,0,13,0,13,2.61
11,4,1,2,13,1,13,3.32
4,2,1,1,11,1,7,3.31
4,3,1,1,10,1,9,3.63
6,3,1,2,14,1,13,3.35
8,4,2,2,14,1,7,3.76
4,3,2,1,12,1,8,3.06
4,3,2,2,11,1,6,2.85
5,2,0,1,18,1,10,2.21
5,2,0,1,10,1,8,3.48
13,7,2,3,23,1,16,2.98
6,2,1,1,8,0,5,1.91
9,4,3,1,22,1,13,2.5
5,3,0,1,11,1,7,3.63
6,2,1,1,14,1,12,2.57
5,4,1,1,11,1,8,2.68
7,5,2,1,20,1,13,3.2
8,5,1,2,15,1,6,2.38
7,5,2,2,18,1,13,3.37
2,4,1,1,13,1,8,2.48
6,3,1,1,8,1,6,3.39
5,3,2,2,15,1,13,3.76
10,4,5,2,20,1,15,4.0
12,4,2,1,13,0,10,5.13
10,6,2,2,24,1,12,3.52
6,2,0,1,13,1,11,4.51
8,5,3,1,14,1,9,3.38
6,5,2,1,18,1,8,3.22
6,3,1,1,17,1,7,4.46
5,4,3,2,16,1,7,2.75
3,2,2,1,17,1,5,2.3
5,4,2,2,18,1,7,3.04
4,2,1,1,8,1,6,3.25
4,3,3,1,17,1,7,2.98
4,1,1,0,5,1,6,2.95
4,4,2,2,18,1,9,3.25
6,4,1,1,19,1,13,3.23
5,6,2,1,19,1,14,2.33
7,3,0,1,15,2,12,3.04
11,4,3,1,20,1,18,2.3
5,3,0,1,9,1,7,4.07
13,5,3,2,29,0,12,2.61
6,4,0,1,13,1,4,3.68
9,1,1,1,23,1,18,2.73
10,3,2,1,21,1,9,3.36
6,3,1,2,15,1,8,2.64
5,2,2,1,18,0,11,2.55
7,2,1,1,12,0,11,3.52
6,3,2,1,22,1,9,3.19
8,4,1,1,14,1,6,2.91
8,4,0,1,21,1,11,3.8
6,5,4,2,21,0,9,2.7
9,5,1,1,19,1,11,3.48
5,3,3,1,11,0,10,2.27
4,5,2,1,21,1,9,3.9
5,3,2,1,15,1,9,3.85
17,6,3,2,27,2,17,3.53
4,5,3,2,17,1,8,2.54
4,4,1,1,11,1,9,2.41
7,4,2,2,19,1,11,2.66
4,3,1,2,10,1,7,2.74
2,3,2,1,10,1,7,4.11
4,6,1,1,19,1,12,3.3
4,3,1,1,10,1,10,4.36
4,3,2,1,17,1,10,3.43
9,4,2,2,20,1,13,4.02
4,4,1,1,11,1,6,2.46
6,4,2,1,18,1,16,3.45
5,5,1,1,14,0,9,2.87
5,2,0,2,10,1,8,2.82
6,5,1,1,14,1,12,2.29
4,2,3,1,10,0,9,3.56
9,5,3,1,17,1,9,2.73
5,3,1,1,17,0,11,3.36
6,2,1,1,9,1,6,2.69
7,3,1,2,15,1,12,2.97
6,4,2,1,15,1,7,3.3
5,3,0,1,10,0,8,2.63
9,3,1,1,18,0,7,3.6
3,2,0,1,9,0,9,3.42
6,3,0,2,10,0,9,3.93
5,2,1,1,8,1,8,2.95
5,2,1,0,8,0,4,3.47
9,5,1,1,17,2,14,2.22
6,2,0,1,14,1,8,3.17
7,4,2,1,20,1,13,3.05
7,2,1,1,11,1,10,3.54
4,2,1,1,6,1,8,3.55
6,2,1,1,17,0,6,2.81
5,4,1,2,12,1,10,2.12
5,4,1,1,8,1,5,3.7
5,4,1,1,10,0,7,2.29
4,4,1,1,13,1,7,2.4
5,5,2,1,13,1,8,2.42
6,3,1,1,11,1,7,2.98
3,3,1,1,9,1,5,2.09
3,2,2,1,17,0,6,1.99
5,5,2,1,18,1,6,3.06
5,4,1,1,11,0,7,2.35
5,3,1,2,23,1,10,3.74
5,3,1,1,13,1,6,2.83
6,3,2,2,19,1,16,2.78
8,4,1,1,27,1,23,2.81
6,4,2,1,17,1,12,3.24
10,3,1,1,10,0,8,2.58
9,3,0,1,21,1,7,3.17
6,2,0,1,11,1,6,2.9
6,4,1,0,9,1,6,3.33
19,4,2,1,24,1,7,2.27
5,4,1,1,9,0,8,2.85
5,3,1,1,7,1,12,4.18
7,4,1,1,19,1,12,1.82
6,3,1,1,10,1,7,3.75
5,4,0,1,12,1,9,3.74
6,4,1,1,10,1,3,3.63
10,4,1,1,13,1,8,2.18
4,4,1,1,16,1,7,3.03
7,6,2,1,10,1,15,2.33
8,5,2,2,16,1,7,3.41
6,5,3,0,23,0,10,2.67
9,4,1,1,12,1,11,2.24
6,2,0,1,9,1,6,2.84
6,5,1,1,18,1,7,3.43
6,2,1,1,7,1,7,3.75
8,3,1,1,16,1,11,2.53
8,4,1,1,7,1,7,3.08
9,5,2,1,25,1,12,2.61
5,4,1,1,15,1,9,2.41
7,3,2,1,15,1,7,2.72
4,4,1,1,16,0,8,3.08
10,3,1,1,17,1,9,2.68
7,6,1,0,26,1,10,3.36
5,4,0,2,9,0,9,3.17
6,4,1,2,21,1,7,2.84
5,3,0,1,10,1,4,3.83
9,4,2,1,20,1,14,4.26
5,4,1,1,16,1,8,3.14
6,5,2,2,16,1,13,2.99
4,3,1,1,8,1,4,3.46
5,4,1,1,7,1,6,2.97
4,2,0,0,9,0,5,1.96
3,5,2,1,21,1,10,2.7
5,4,4,0,31,1,9,2.88
5,3,0,1,10,1,5,0.13
5,4,0,1,15,1,8,2.51
9,3,2,1,18,0,9,2.74
5,5,2,1,10,1,10,2.95
5,4,2,1,15,1,8,2.73
5,5,1,1,7,0,6,1.57
5,2,1,1,23,0,7,2.93
3,3,2,1,16,2,7,3.38
6,3,1,1,16,1,8,4.23
6,2,1,1,6,1,7,2.83
3,4,0,1,8,1,7,2.61
8,3,0,1,11,0,11,2.96
6,2,0,2,13,0,6,3.41
4,4,2,0,12,1,5,1.67
4,2,1,1,12,1,6,1.94
6,4,2,1,21,1,10,1.9
3,4,1,1,17,1,5,3.14
8,7,2,1,18,1,7,2.61
5,3,2,1,9,1,9,3.02
6,4,2,1,8,1,6,3.42
6,3,1,1,18,1,12,2.89
4,4,2,0,13,1,8,2.66
9,3,2,1,16,0,6,2.9
6,4,0,1,19,0,5,2.19
5,2,1,2,19,1,8,2.37
5,4,1,1,16,1,5,3.79
9,5,2,1,17,1,6,3.48
3,5,2,1,23,1,9,2.29
8,3,3,1,18,1,4,1.86
12,5,3,2,26,1,19,2.24
10,5,2,1,24,1,12,2.79
8,3,2,1,18,1,7,2.26
6,4,2,1,21,1,7,3.51
5,6,2,2,21,2,7,2.92
2,2,0,0,11,0,6,3.36
6,2,2,0,13,0,5,2.61
6,3,0,1,11,1,8,2.72
5,3,1,1,11,1,6,3.47
5,3,1,1,9,1,8,3.59
7,3,1,1,13,1,7,3.0
6,4,3,1,14,1,10,4.29
5,5,1,1,15,1,11,3.45
17,4,2,1,21,2,11,3.56
5,3,1,0,6,1,9,3.27
5,5,1,1,18,1,8,3.06
4,1,1,1,10,1,12,3.83
3,2,2,1,4,0,4,1.46
5,5,1,1,16,1,9,2.74
7,3,2,1,15,1,15,3.15
6,3,1,0,4,0,4,3.33
5,3,2,1,15,1,6,2.27
3,2,1,1,4,0,5,3.42
4,2,1,1,8,1,5,2.92
6,5,2,1,11,1,8,3.28
5,4,1,1,13,1,8,3.04
4,2,1,1,11,1,12,2.22
7,5,2,1,15,1,9,3.3
3,1,1,1,13,0,6,3.13
7,3,1,1,5,1,7,4.35
6,2,1,1,8,1,6,3.1
6,5,2,1,12,1,12,3.7
4,4,1,1,11,1,6,2.57
6,4,1,1,18,1,8,3.93
18,8,3,3,31,1,14,3.41
9,5,0,1,16,1,13,2.79
0,0,0,0,9,0,2,3.33
4,4,1,1,11,1,5,2.38
6,3,4,1,11,1,5,4.12
6,3,1,1,10,1,7,3.66
5,3,1,1,11,1,8,2.74
6,4,2,1,15,1,18,2.66
4,3,2,1,9,1,8,3.19
7,3,1,1,17,1,9,2.3
2,2,0,0,7,0,4,3.43
12,3,2,0,27,1,9,3.39
7,5,1,1,13,1,13,2.99
8,4,2,2,14,1,7,2.58
7,4,2,2,16,0,9,2.05
12,4,2,1,22,1,10,2.72
5,4,2,2,22,1,14,2.54
5,3,1,1,15,1,9,2.57
5,6,1,1,13,1,12,3.35
6,4,2,1,19,1,7,2.8
6,4,1,1,14,1,7,2.75
6,5,2,0,14,1,7,2.41
5,4,2,1,22,0,10,3.68
12,4,2,2,17,1,9,1.96
5,3,2,1,14,1,6,2.74
4,3,2,1,23,1,10,2.82
5,4,1,1,19,1,9,3.65
5,3,2,1,22,1,6,2.74
4,4,1,1,17,1,8,3.25
7,3,1,2,14,1,5,4.3
4,4,1,1,14,0,8,3.31
5,4,1,1,22,1,12,3.86
11,5,2,1,17,1,11,2.59
4,5,2,0,11,1,8,3.03
4,3,1,2,18,1,8,3.15
7,3,1,1,17,1,10,3.14
11,6,1,1,13,1,7,2.74
6,2,1,1,19,1,7,2.93
4,3,2,1,13,1,7,2.68
5,5,1,1,23,0,7,2.62
5,5,2,1,16,1,8,3.07
6,5,1,1,16,1,7,3.18
3,4,0,1,21,2,8,1.84
5,4,2,1,14,1,9,1.79
6,4,2,1,20,1,8,4.17
5,2,1,0,17,1,8,3.24
5,6,1,1,20,1,12,3.72
5,7,1,1,13,1,10,2.04
4,2,1,1,8,1,7,2.79
9,4,3,3,18,1,12,3.05
4,4,1,1,12,1,5,2.57
2,3,0,1,9,0,8,3.28
5,6,2,1,11,1,7,3.65
5,2,1,1,4,1,6,0.51
7,4,0,1,10,0,8,3.48
2,5,2,1,17,2,7,2.74
5,2,0,1,9,1,8,2.82
7,4,2,1,18,2,9,2.75
5,1,1,1,12,1,8,3.53
5,3,0,1,8,0,6,3.48
6,6,1,2,19,2,10,2.78
5,3,1,1,10,1,8,3.39
4,1,1,0,6,1,8,2.95
5,4,1,1,7,1,6,3.29
5,2,0,1,5,0,6,3.33
5,2,0,1,4,1,7,3.23
8,2,1,1,12,0,7,3.55
7,4,1,1,23,0,8,2.69
5,3,1,1,6,1,9,3.1
6,5,1,1,11,1,10,2.42
5,2,1,1,7,1,5,0.21
5,3,2,1,12,1,9,4.26
5,5,1,1,20,1,13,3.26
5,3,1,1,10,1,5,3.42
5,3,1,1,11,0,8,3.13
5,2,1,1,11,1,6,3.05
5,2,1,0,4,1,6,0.28
8,4,2,1,12,2,13,2.35
4,3,3,1,11,1,9,2.4
7,3,1,1,11,1,6,2.64
6,3,0,1,14,0,6,2.81
4,2,3,2,8,1,10,2.65
5,2,1,1,6,1,9,4.03
6,4,0,1,13,1,11,3.16
6,3,0,1,9,0,8,3.68
2,4,2,2,12,1,7,3.06
3,4,2,1,20,1,6,2.72
5,4,1,1,15,0,7,2.68
5,3,0,1,14,1,8,2.61
6,2,0,1,8,1,5,3.2
4,3,1,0,9,0,6,2.5
8,5,1,2,11,1,10,2.72
4,2,1,1,12,1,9,2.5
6,4,0,1,19,1,12,2.46
2,3,2,2,23,1,8,2.89
5,2,1,1,6,0,5,3.37
6,3,1,1,6,1,10,3.41
9,5,1,2,17,1,11,2.42
5,5,1,1,20,1,8,2.7
5,3,1,1,9,1,7,4.57
12,4,1,1,18,0,7,2.49
3,2,0,0,5,0,5,0.28
8,5,1,1,16,1,9,2.71
9,4,0,1,17,0,9,2.9
7,2,1,1,10,1,7,3.23
7,4,3,1,19,1,8,3.5
7,4,2,1,12,1,9,3.87
6,3,1,1,11,1,7,3.05
17,4,3,2,35,1,18,3.22
4,3,1,1,11,1,5,3.14
4,3,1,1,12,1,9,3.4
6,4,1,1,12,1,8,2.6
5,3,1,1,13,1,11,1.94
6,3,2,1,11,1,8,2.82
6,4,2,1,11,1,10,2.97
