BANHEIROS,COZINHA,LABORATÓRIO,ESPORTE,SALAS DE AULA,LEITURA,OUTROS,IDESP_AF,CLASSIFICACAO_NOTA
8,2,0,1,8,1,8,6.67,A
9,3,0,1,13,0,13,0.0,E
15,5,3,3,25,1,19,3.45,C
6,1,1,1,11,1,12,0.0,E
18,6,3,2,16,1,18,5.2,B
6,3,1,1,14,1,8,2.85,D
7,2,0,1,6,0,4,0.0,E
10,5,0,0,17,1,7,3.49,C
4,3,0,1,13,0,9,4.67,C
3,3,1,1,11,1,7,3.04,D
5,3,1,0,9,0,6,6.54,A
4,2,0,1,13,1,5,2.75,D
6,5,0,1,16,1,6,2.69,D
5,5,1,1,14,1,9,3.87,C
7,3,2,2,20,1,8,3.61,C
6,5,0,1,17,0,6,3.29,C
4,3,0,0,9,1,4,3.27,C
6,5,1,1,17,1,12,2.92,D
8,5,2,1,13,1,7,4.96,B
5,4,1,2,20,1,6,0.0,E
5,5,2,0,12,0,10,3.24,C
6,5,1,1,16,0,10,0.0,E
7,4,1,1,18,1,8,2.71,D
6,4,0,1,15,1,10,3.71,C
5,5,1,1,11,1,8,0.0,E
5,4,1,1,8,1,12,4.25,C
6,2,1,1,13,1,6,0.0,E
4,3,1,1,8,1,7,0.0,E
4,2,1,1,11,1,7,0.0,E
5,6,2,2,22,0,10,2.22,D
6,3,1,1,12,1,6,0.0,E
7,3,1,1,13,1,13,2.73,D
6,2,1,1,10,1,10,4.73,C
5,4,0,1,14,0,9,0.0,E
4,3,1,0,6,0,6,4.94,B
4,3,2,1,18,1,12,2.12,D
4,2,0,1,9,1,9,0.0,E
4,3,0,1,9,0,13,0.0,E
4,3,1,1,8,1,7,4.82,C
6,3,1,1,14,1,9,3.53,C
6,2,1,1,11,1,10,3.54,C
5,4,1,1,14,1,7,0.0,E
7,4,0,1,15,0,9,0.0,E
5,3,1,1,11,1,9,3.97,C
4,2,2,1,13,1,8,3.26,C
5,4,2,1,17,1,6,4.06,C
4,4,1,1,12,1,5,3.63,C
4,4,1,1,10,1,6,1.83,D
7,4,1,1,17,0,11,2.52,D
2,3,0,1,9,0,8,3.03,D
5,6,2,1,11,1,7,4.73,C
5,4,1,0,11,1,8,0.0,E
5,5,1,2,15,1,15,4.6,C
6,3,1,1,10,0,9,4.17,C
5,2,0,1,9,0,8,3.83,C
4,3,1,1,10,1,7,0.0,E
5,3,1,1,4,1,6,4.14,C
5,2,1,1,4,1,6,3.06,D
9,4,2,1,16,2,10,3.34,C
7,4,1,1,14,1,10,2.67,D
7,4,0,1,10,0,8,3.47,C
5,2,1,1,4,1,6,0.0,E
4,4,2,2,17,1,17,2.86,D
5,3,1,1,18,1,10,4.11,C
2,5,2,1,17,2,7,3.29,C
5,2,0,1,9,1,8,3.38,C
7,4,2,1,18,2,9,3.64,C
4,2,1,1,6,1,5,3.71,C
5,1,1,1,12,1,8,3.77,C
7,4,1,1,12,1,8,2.25,D
7,2,1,1,22,1,8,2.89,D
3,4,1,1,13,0,6,3.32,C
2,3,1,1,18,1,8,3.44,C
4,3,0,0,4,1,4,0.0,E
4,3,0,1,9,1,5,2.03,D
5,3,0,1,8,0,6,3.8,C
6,6,1,2,19,2,10,2.61,D
5,3,1,1,10,1,8,3.43,C
7,5,1,2,21,1,10,3.64,C
5,2,0,1,7,0,7,0.0,E
9,3,1,1,12,2,10,3.47,C
4,2,1,0,5,0,3,0.0,E
4,1,1,0,6,1,8,3.26,C
5,2,0,1,7,1,7,4.06,C
6,3,0,1,10,0,5,3.22,D
5,4,1,1,7,1,6,3.98,C
12,3,1,1,5,1,5,4.04,C
5,2,0,1,5,0,6,4.79,C
6,2,1,1,8,0,6,0.0,E
8,2,1,2,8,0,5,0.0,E
5,2,0,1,4,1,7,3.84,C
19,6,3,1,28,1,10,3.69,C
8,2,1,1,12,0,7,3.84,C
7,1,1,1,5,1,5,0.0,E
7,4,1,1,23,0,8,0.0,E
5,4,1,1,12,0,8,4.24,C
4,2,0,1,5,0,4,0.0,E
5,5,1,1,14,1,5,2.58,D
2,3,1,0,7,0,3,3.37,C
4,3,0,1,9,0,7,3.18,D
6,3,2,1,5,1,6,3.7,C
5,3,1,1,6,1,9,5.13,B
5,2,0,1,9,0,6,4.46,C
8,3,0,1,10,1,7,3.28,C
6,5,1,1,11,1,10,3.09,D
8,4,1,1,14,1,7,0.0,E
5,3,0,1,5,1,6,5.63,B
5,2,1,1,7,1,5,3.64,C
7,3,0,1,15,0,12,3.84,C
5,3,2,1,12,1,9,5.87,B
5,2,0,1,8,1,5,0.0,E
7,4,1,1,12,1,9,3.12,D
5,3,1,1,14,1,11,0.0,E
5,5,1,1,20,1,13,3.83,C
7,3,1,1,9,1,15,3.15,D
4,3,2,1,16,1,9,3.18,D
4,4,1,2,9,0,6,3.62,C
5,3,1,1,10,1,5,3.47,C
5,3,1,1,11,0,8,3.98,C
4,2,2,1,9,0,6,0.0,E
5,2,1,1,11,1,6,3.56,C
6,4,0,1,16,0,12,2.68,D
7,2,1,1,7,1,4,2.83,D
5,2,1,0,4,1,6,4.44,C
6,3,2,1,10,1,13,3.37,C
4,2,1,1,12,1,12,2.27,D
8,4,2,1,12,2,13,2.9,D
4,3,3,1,11,1,9,3.15,D
7,4,1,1,9,1,5,4.95,B
7,3,1,1,11,1,6,3.27,C
4,2,1,1,6,1,5,0.0,E
5,5,3,1,13,1,7,2.92,D
5,3,1,1,6,1,8,2.44,D
6,3,0,1,14,0,6,3.7,C
8,3,1,1,13,1,12,0.0,E
4,2,3,2,8,1,10,2.68,D
5,2,1,1,6,1,9,4.2,C
4,2,0,1,7,1,8,3.74,C
6,4,0,1,13,1,11,2.94,D
4,5,1,2,13,1,8,2.49,D
4,2,2,1,10,1,8,5.0,B
8,4,1,1,15,1,8,3.06,D
6,3,0,1,9,0,8,3.9,C
10,3,1,1,21,1,14,0.0,E
2,4,2,2,12,1,7,3.3,C
3,4,2,1,20,1,6,3.19,D
4,5,1,1,16,1,8,0.0,E
7,5,2,2,19,1,12,2.82,D
5,4,1,1,15,0,7,3.28,C
6,3,1,1,22,1,9,2.93,D
6,5,2,1,17,1,8,2.68,D
6,4,1,1,9,1,7,3.75,C
3,4,1,2,16,1,8,3.33,C
5,2,0,1,6,0,5,0.0,E
7,4,2,1,20,1,13,3.25,C
7,3,1,1,16,1,10,0.0,E
7,4,2,1,19,0,8,0.0,E
5,4,1,1,16,1,11,0.0,E
4,2,0,1,15,0,4,3.67,C
2,2,0,1,6,0,4,0.0,E
5,3,0,1,14,1,8,3.01,D
5,4,1,1,12,1,6,0.0,E
6,3,1,1,16,1,11,2.73,D
6,2,0,1,8,1,5,3.81,C
4,2,1,1,11,1,4,4.64,C
4,4,1,1,9,1,10,3.13,D
8,3,1,1,14,1,8,3.5,C
5,4,1,2,18,1,9,3.82,C
6,2,1,1,11,1,8,0.0,E
4,3,1,0,9,0,6,3.16,D
5,2,1,0,6,0,6,0.0,E
7,3,1,1,6,1,6,3.82,C
4,3,2,1,7,1,6,0.0,E
5,4,2,0,9,1,8,0.0,E
8,5,1,2,11,1,10,3.75,C
7,4,1,2,12,1,7,3.04,D
3,3,0,1,5,0,3,0.0,E
4,2,0,0,8,0,4,0.0,E
4,5,1,1,15,1,8,3.79,C
5,4,1,1,10,0,10,4.4,C
6,4,1,0,9,1,7,0.0,E
5,3,1,1,14,0,8,2.85,D
4,2,1,1,12,1,9,2.94,D
7,5,1,1,16,1,8,3.15,D
6,4,0,1,19,1,12,2.96,D
5,5,3,1,14,1,13,3.18,D
4,4,2,2,13,1,7,3.03,D
3,4,1,1,12,0,8,0.0,E
6,5,1,1,25,0,8,0.0,E
4,3,2,1,17,0,6,3.22,D
6,2,0,0,12,1,3,0.0,E
6,4,1,1,22,0,13,3.08,D
2,3,2,2,23,1,8,3.57,C
6,3,1,1,8,1,15,0.0,E
4,2,0,1,10,1,5,5.06,B
3,0,2,1,15,1,4,2.94,D
7,2,1,1,11,1,10,3.66,C
7,6,1,1,18,1,10,3.75,C
6,4,1,2,13,1,13,2.88,D
5,4,1,1,14,0,8,0.0,E
5,2,1,1,6,0,5,3.92,C
6,3,1,1,6,1,10,2.85,D
8,5,2,1,19,1,9,3.95,C
5,2,1,1,8,0,10,0.0,E
3,4,0,1,15,1,7,3.73,C
9,5,1,2,17,1,11,3.08,D
5,5,1,1,20,1,8,2.41,D
11,4,4,0,23,1,7,0.0,E
4,4,1,1,13,0,6,0.0,E
3,5,2,1,23,1,9,2.09,D
6,4,1,1,15,1,5,0.0,E
8,3,3,1,18,1,4,2.67,D
4,4,1,0,8,1,6,3.09,D
6,2,0,1,9,0,6,4.01,C
6,2,2,0,9,1,6,3.15,D
6,4,0,1,8,1,5,3.68,C
5,4,2,2,22,1,8,3.26,C
5,2,0,1,7,1,5,3.12,D
12,5,3,2,26,1,19,2.55,D
10,5,2,1,24,1,12,3.47,C
9,4,3,2,17,1,9,0.0,E
8,3,2,1,18,1,7,2.79,D
6,3,0,1,9,1,9,0.0,E
6,4,1,1,16,0,12,0.0,E
6,4,2,1,21,1,7,3.62,C
2,3,1,0,17,1,6,3.26,C
4,4,1,0,7,1,6,0.0,E
5,6,2,2,21,2,7,3.66,C
5,3,2,1,16,1,7,2.83,D
5,5,1,1,26,0,8,0.0,E
4,5,1,1,24,1,7,2.35,D
5,3,1,1,20,1,4,3.48,C
10,5,1,1,18,1,11,3.74,C
2,2,0,0,11,0,6,3.45,C
6,4,2,1,13,1,10,0.0,E
6,2,2,0,13,0,5,3.17,D
6,3,0,1,11,1,8,2.26,D
13,5,1,1,18,1,11,0.0,E
5,3,1,2,23,1,10,3.37,C
5,3,1,1,11,1,6,3.16,D
4,1,1,1,6,0,5,3.53,C
3,5,0,1,12,1,7,0.0,E
3,1,1,0,4,0,7,0.0,E
8,4,2,1,12,1,6,3.58,C
4,2,0,1,7,1,4,0.0,E
5,3,1,1,8,0,11,0.0,E
6,5,1,2,14,1,8,2.59,D
4,5,2,1,17,1,11,3.28,C
5,3,1,1,9,1,8,4.27,C
4,3,2,1,9,0,6,2.64,D
3,4,2,2,23,1,8,2.92,D
5,3,1,1,14,0,8,0.0,E
6,5,2,2,18,0,13,3.93,C
7,3,1,1,13,1,7,2.63,D
6,4,3,1,14,1,10,5.25,B
5,5,1,1,15,1,9,2.63,D
6,3,1,1,16,1,8,2.91,D
4,2,1,1,9,1,5,3.62,C
5,4,1,1,15,1,8,0.0,E
5,5,1,1,15,1,11,3.65,C
3,2,0,1,3,0,4,0.0,E
17,4,2,1,21,2,11,3.78,C
5,3,1,0,6,1,9,4.43,C
6,6,2,1,17,1,15,4.0,C
4,4,1,1,8,1,7,0.0,E
3,3,1,1,13,1,6,0.0,E
5,4,1,1,18,1,9,3.05,D
4,3,2,2,10,0,7,3.84,C
5,5,1,1,18,1,8,3.37,C
9,2,0,1,9,1,8,0.0,E
6,3,0,1,15,1,6,0.0,E
4,2,1,1,15,1,6,2.81,D
4,1,1,1,10,1,12,4.85,C
4,3,1,3,7,1,10,2.97,D
17,7,4,2,28,1,18,0.0,E
3,2,2,1,4,0,4,5.28,B
8,4,1,1,9,1,5,2.43,D
5,3,1,1,6,1,6,3.89,C
6,6,1,1,16,1,12,0.0,E
6,5,1,1,17,1,13,0.0,E
5,5,1,1,16,1,9,3.27,C
4,5,1,1,10,1,10,3.19,D
6,3,0,1,13,1,5,4.05,C
7,3,2,1,15,1,15,2.88,D
8,2,0,1,7,2,5,4.34,C
5,4,0,1,9,0,11,2.88,D
6,3,1,0,4,0,4,3.58,C
5,2,0,0,16,1,7,0.0,E
4,1,1,1,5,1,8,2.59,D
5,4,2,2,19,1,12,3.5,C
5,3,1,1,15,1,7,4.59,C
5,3,2,1,15,1,6,2.95,D
10,6,1,1,16,1,13,3.17,D
3,2,1,1,4,0,5,3.96,C
6,2,1,1,12,1,7,4.81,C
9,4,1,1,17,0,11,0.0,E
5,3,1,1,15,1,7,0.0,E
4,2,1,1,8,1,5,3.12,D
5,6,3,1,13,1,8,5.04,B
6,5,2,1,11,1,8,4.26,C
11,3,3,1,26,0,9,0.0,E
4,2,1,1,4,0,6,5.22,B
5,4,2,1,18,0,8,3.4,C
4,2,1,0,5,0,5,0.0,E
2,2,0,1,5,0,5,0.0,E
4,2,0,1,8,0,7,0.0,E
5,4,1,1,9,1,7,4.12,C
3,2,0,0,6,0,2,0.0,E
4,1,0,1,6,1,5,0.0,E
4,6,1,1,20,1,8,3.33,C
5,4,1,1,13,1,8,3.28,C
5,4,1,2,26,0,8,3.03,D
4,3,0,1,10,0,5,0.0,E
6,2,0,1,6,1,5,3.54,C
9,3,1,1,8,1,10,0.0,E
4,2,1,1,11,1,12,2.81,D
7,5,2,1,15,1,9,3.59,C
5,2,1,1,5,1,7,4.18,C
6,6,0,1,12,1,9,0.0,E
5,4,0,0,5,0,3,0.0,E
3,1,0,1,2,1,4,0.0,E
7,3,1,1,12,1,10,3.57,C
6,4,0,1,10,1,5,3.52,C
3,1,1,1,13,0,6,3.42,C
6,5,2,1,10,1,7,4.21,C
7,3,2,2,12,1,7,0.0,E
7,3,1,1,5,1,7,4.84,C
6,2,1,1,8,1,6,3.63,C
4,3,1,1,12,0,6,0.0,E
6,5,2,1,12,1,12,3.55,C
9,5,1,2,15,1,13,4.65,C
5,2,1,1,5,0,6,0.0,E
4,2,1,0,9,1,6,4.74,C
4,1,1,0,7,0,4,0.0,E
4,1,1,0,4,1,6,2.59,D
6,3,1,1,5,1,7,3.64,C
8,4,1,1,14,1,9,5.21,B
5,4,1,2,12,1,7,2.84,D
5,3,1,1,9,1,7,4.56,C
4,5,2,3,18,1,10,3.65,C
6,4,1,1,11,0,9,0.0,E
12,6,1,1,21,1,8,0.0,E
12,4,1,1,18,0,7,3.62,C
8,5,1,1,16,1,9,2.82,D
3,3,0,0,6,1,7,0.0,E
9,4,0,1,17,0,9,3.39,C
8,5,1,1,27,0,9,3.32,C
5,2,0,1,4,0,4,0.0,E
6,3,1,1,5,1,12,0.0,E
6,4,3,1,9,1,7,0.0,E
12,4,1,1,18,1,12,3.8,C
7,2,1,1,10,1,7,3.8,C
6,3,0,1,7,0,7,3.75,C
5,3,0,0,7,0,5,3.88,C
7,3,0,1,13,0,11,4.5,C
7,4,3,1,19,1,8,2.94,D
6,2,2,1,20,1,11,0.0,E
6,4,1,1,9,1,7,0.0,E
10,4,1,1,20,1,7,2.11,D
6,4,1,1,17,0,8,0.0,E
6,3,1,1,15,1,9,0.0,E
3,3,1,1,7,0,7,0.0,E
6,3,1,1,12,1,6,0.0,E
4,2,1,1,6,1,8,3.9,C
7,4,2,1,12,1,9,3.89,C
4,2,1,1,7,0,7,4.25,C
6,3,1,1,11,1,7,3.41,C
6,3,2,0,8,1,4,3.11,D
7,5,1,1,20,0,9,3.91,C
17,4,3,2,35,1,18,4.08,C
3,4,1,1,24,1,8,2.73,D
5,3,0,2,10,0,5,4.37,C
10,3,1,1,10,0,8,2.49,D
6,3,1,1,15,1,12,3.75,C
5,3,1,1,7,0,8,0.0,E
9,3,0,1,21,1,7,3.73,C
4,4,2,1,12,1,7,0.0,E
6,4,1,1,12,0,6,5.36,B
6,3,2,1,17,1,8,3.22,D
5,3,1,1,12,1,6,3.48,C
6,5,3,1,11,1,10,4.98,B
9,4,1,1,19,1,11,3.85,C
6,2,0,1,11,1,6,3.88,C
6,4,1,0,9,1,6,3.53,C
19,4,2,1,24,1,7,3.41,C
5,4,0,1,17,1,7,2.71,D
4,2,1,1,14,1,7,4.3,C
5,4,1,1,9,0,8,3.61,C
6,4,1,1,22,1,8,2.76,D
5,4,2,1,11,1,5,2.79,D
6,4,1,2,17,1,10,3.86,C
5,3,1,1,7,1,12,4.46,C
6,3,1,1,8,1,7,2.11,D
7,4,1,1,19,1,12,2.35,D
6,5,3,1,14,1,13,3.77,C
6,3,1,1,10,1,7,3.83,C
9,5,0,1,9,1,8,4.22,C
6,5,2,1,19,1,10,4.04,C
4,3,1,1,10,1,5,4.81,C
5,4,0,1,12,1,9,3.1,D
6,4,1,1,10,1,3,3.72,C
9,5,3,2,15,1,11,2.64,D
10,4,1,1,13,1,8,3.16,D
5,5,1,1,13,0,7,0.0,E
4,4,1,1,16,1,7,2.74,D
9,5,2,1,15,1,5,3.07,D
5,4,1,2,10,1,6,0.0,E
7,5,1,1,14,0,10,3.34,C
7,6,2,1,10,1,15,2.55,D
6,6,2,2,20,1,9,3.84,C
8,5,2,2,16,1,7,3.55,C
6,3,0,1,8,0,7,0.0,E
5,4,2,1,20,1,7,3.01,D
12,4,1,1,15,1,8,2.69,D
7,4,1,1,16,1,7,2.7,D
6,2,1,1,14,1,10,0.0,E
6,5,3,0,23,0,10,2.4,D
8,4,2,1,30,1,7,2.37,D
9,4,1,1,12,1,11,2.91,D
8,5,2,1,21,1,8,4.29,C
6,2,0,1,9,1,6,3.14,D
8,3,1,1,7,1,8,5.51,B
4,2,1,1,9,1,5,0.0,E
5,3,1,1,6,0,7,2.44,D
2,3,1,1,8,1,6,2.8,D
4,4,1,1,11,1,6,3.13,D
6,4,1,1,18,1,8,4.6,C
18,8,3,3,31,1,14,4.11,C
9,5,2,1,11,1,11,6.03,B
7,4,2,1,19,2,13,2.97,D
5,3,1,1,9,1,7,3.08,D
6,3,2,1,17,1,8,4.07,C
7,5,1,1,13,1,12,0.0,E
6,4,2,1,10,1,8,0.0,E
6,5,2,1,16,1,8,3.07,D
5,3,0,1,12,0,7,0.0,E
7,5,2,1,15,1,10,2.44,D
9,5,0,1,16,1,13,3.12,D
0,0,0,0,9,0,2,4.22,C
4,2,1,1,6,1,7,1.91,D
4,4,1,1,11,1,5,3.07,D
5,4,1,1,17,1,9,0.0,E
5,3,0,0,9,1,7,0.0,E
6,3,4,1,11,1,5,5.91,B
7,6,5,1,24,1,13,3.61,C
3,2,0,1,8,0,6,0.0,E
9,6,1,0,16,1,7,0.0,E
6,4,1,1,9,1,8,0.0,E
4,4,1,2,9,1,7,0.0,E
5,4,1,1,18,1,11,2.35,D
6,3,1,1,10,1,7,3.8,C
5,3,1,1,11,1,8,3.52,C
6,4,2,1,15,1,18,3.58,C
4,3,2,1,4,1,6,3.33,C
13,6,2,1,12,2,7,3.58,C
4,3,2,1,9,1,8,3.95,C
7,3,1,1,17,1,9,2.39,D
10,3,1,1,15,1,10,4.75,C
4,4,2,2,15,1,12,3.11,D
4,4,0,1,14,1,7,3.47,C
4,2,3,2,8,1,6,0.0,E
2,2,0,0,7,0,4,3.3,C
8,3,1,2,10,1,9,3.02,D
12,3,2,0,27,1,9,3.69,C
7,5,1,1,13,1,13,1.86,D
8,5,3,1,10,1,9,0.0,E
2,3,1,1,11,1,6,5.3,B
7,2,1,1,13,1,12,0.0,E
8,4,2,2,14,1,7,2.32,D
7,4,2,2,16,0,9,2.86,D
4,3,1,1,13,1,7,2.56,D
6,3,4,1,9,1,14,0.0,E
6,4,1,1,12,1,8,4.77,C
2,4,1,1,11,1,8,3.18,D
12,4,2,1,22,1,10,2.73,D
8,2,1,1,15,1,7,3.46,C
11,4,3,1,21,1,9,0.0,E
7,5,1,1,16,1,7,1.81,D
5,4,2,2,22,1,14,2.43,D
5,3,1,1,15,1,9,3.28,C
5,5,2,1,14,1,8,3.22,D
5,6,1,1,13,1,12,3.34,C
4,2,2,1,9,1,6,4.16,C
12,5,3,1,19,1,11,3.31,C
5,5,1,1,21,1,8,3.67,C
7,5,2,0,25,1,9,0.0,E
6,4,2,1,19,1,7,2.85,D
14,4,1,2,23,1,12,3.59,C
6,4,1,1,14,1,7,2.59,D
6,5,2,0,14,1,7,3.16,D
4,5,2,1,18,1,7,3.16,D
5,4,2,1,22,0,10,4.1,C
12,4,2,2,17,1,9,2.45,D
8,5,2,2,20,1,8,2.83,D
5,3,2,1,14,1,6,2.61,D
10,4,1,1,24,1,8,3.36,C
5,2,1,1,17,1,9,2.03,D
9,6,2,1,21,1,5,3.56,C
4,4,2,3,15,1,7,3.09,D
6,3,1,1,16,1,8,2.24,D
4,3,2,1,23,1,10,2.83,D
5,2,0,1,6,1,5,3.98,C
5,4,1,1,19,1,9,2.56,D
6,3,1,1,13,1,11,3.64,C
5,4,1,1,14,1,6,2.93,D
13,4,8,1,17,1,16,5.28,B
5,3,2,1,22,1,6,3.21,D
4,4,1,1,17,1,8,3.33,C
4,3,2,1,14,1,7,3.45,C
7,3,1,2,14,1,5,4.37,C
12,5,2,1,23,1,6,3.51,C
4,4,1,1,14,0,8,3.35,C
5,4,1,1,22,1,12,3.84,C
9,4,1,1,16,1,10,3.73,C
7,3,2,1,15,1,7,3.38,C
11,5,2,1,17,1,11,2.97,D
4,5,1,1,23,2,7,0.0,E
9,0,4,1,17,2,8,0.0,E
4,5,2,0,11,1,8,3.43,C
3,3,0,1,8,0,6,0.0,E
3,3,1,1,13,2,8,0.0,E
3,4,1,1,15,0,10,0.0,E
2,3,1,0,17,1,7,0.0,E
8,4,2,3,21,1,9,3.28,C
6,2,3,2,19,1,6,3.36,C
8,5,1,1,17,1,7,0.0,E
12,4,2,1,17,1,7,0.0,E
4,3,1,2,18,1,8,2.6,D
6,6,1,1,16,0,11,3.36,C
3,5,2,1,17,1,6,3.13,D
6,6,1,1,12,1,9,2.83,D
7,3,1,1,17,1,10,3.35,C
5,3,3,1,16,1,9,3.7,C
11,6,1,1,13,1,7,2.46,D
8,3,1,1,16,1,9,3.18,D
8,3,1,0,12,1,7,0.0,E
4,2,1,1,7,1,10,2.9,D
6,5,1,1,17,1,6,0.0,E
6,5,1,1,18,1,7,3.18,D
6,3,1,0,15,1,7,3.4,C
4,1,5,1,17,0,7,0.0,E
5,2,1,1,8,0,6,0.0,E
8,3,0,1,17,1,10,0.0,E
4,4,1,1,12,1,8,3.54,C
6,3,2,1,18,1,8,2.73,D
6,2,1,1,7,1,7,3.73,C
8,3,1,1,16,1,11,2.48,D
5,5,1,1,12,2,9,0.0,E
5,3,1,1,11,1,7,4.16,C
8,4,1,1,7,1,7,2.78,D
4,3,2,1,20,1,6,4.74,C
9,5,2,1,25,1,12,2.4,D
5,4,1,1,15,1,9,2.45,D
7,3,2,1,16,1,6,3.04,D
9,3,1,1,11,1,7,3.47,C
7,3,2,1,15,1,7,3.68,C
11,5,2,1,15,1,6,0.0,E
6,5,2,1,12,1,10,3.01,D
9,7,5,2,33,2,10,3.39,C
9,3,1,0,11,0,8,0.0,E
6,3,1,0,16,0,9,0.0,E
4,4,1,1,16,0,8,2.77,D
10,3,1,1,17,1,9,2.99,D
7,6,1,0,26,1,10,4.0,C
2,2,2,1,15,1,7,2.99,D
5,4,0,2,9,0,9,4.04,C
8,7,2,1,34,1,21,2.86,D
5,6,1,2,18,1,11,2.78,D
9,3,1,1,17,2,8,3.22,D
6,4,1,2,21,1,7,2.88,D
7,2,0,1,13,1,6,4.25,C
5,3,2,1,16,1,5,3.2,D
5,3,0,1,10,1,4,4.18,C
5,5,1,1,16,1,8,0.0,E
9,4,2,1,20,1,14,4.45,C
8,5,1,1,16,1,8,3.82,C
5,4,1,1,16,1,8,3.86,C
5,5,2,1,14,1,10,0.0,E
5,3,1,1,11,1,11,3.43,C
6,5,2,2,16,1,13,2.71,D
4,3,1,1,8,1,4,3.74,C
5,4,1,1,7,1,6,3.27,C
6,4,1,1,7,1,5,3.93,C
6,4,0,1,15,1,11,3.15,D
6,3,0,1,14,0,5,0.0,E
4,2,0,0,9,0,5,2.89,D
3,5,2,1,21,1,10,2.44,D
5,3,1,1,10,0,5,0.0,E
5,2,0,0,17,0,5,0.0,E
4,3,1,0,10,0,3,0.0,E
4,2,1,0,6,1,4,2.1,D
5,4,4,0,31,1,9,2.87,D
7,5,1,2,13,1,10,2.77,D
5,3,0,1,10,1,5,3.45,C
5,4,0,1,15,1,8,2.53,D
5,3,1,1,4,1,7,2.88,D
5,3,1,1,19,1,5,2.78,D
5,1,0,0,5,1,5,3.26,C
5,3,1,0,12,1,7,0.0,E
9,3,2,1,18,0,9,3.45,C
5,4,1,1,11,0,7,4.22,C
9,4,1,1,14,0,5,0.0,E
5,3,1,1,14,1,8,0.0,E
5,5,2,1,10,1,10,3.48,C
5,4,2,1,15,1,8,2.55,D
8,2,1,1,14,1,12,4.11,C
3,4,3,1,22,1,9,2.83,D
7,3,4,1,16,1,10,3.19,D
5,5,1,1,7,0,6,2.39,D
3,4,1,1,19,1,8,2.96,D
5,3,1,1,13,1,9,3.48,C
7,3,1,1,12,1,7,3.11,D
6,3,1,1,14,1,7,3.56,C
7,4,0,0,22,0,8,0.0,E
4,5,1,1,15,1,11,0.0,E
5,3,1,0,8,0,9,0.0,E
4,2,0,0,7,0,5,0.0,E
5,3,1,0,11,1,6,0.0,E
5,3,3,1,16,1,5,2.35,D
2,3,1,1,12,1,5,2.68,D
5,2,1,1,23,0,7,2.6,D
3,3,2,1,16,2,7,3.12,D
5,2,1,1,15,0,6,3.02,D
6,3,0,0,13,1,9,0.0,E
5,3,1,1,10,0,4,0.0,E
0,0,0,0,16,0,3,0.0,E
5,3,1,1,17,1,5,2.15,D
8,4,4,1,9,1,7,4.55,C
6,3,1,1,16,1,8,5.09,B
6,2,1,1,6,1,7,3.91,C
7,5,2,2,16,1,16,3.9,C
6,5,2,1,17,1,7,2.72,D
5,3,0,1,9,0,9,3.3,C
3,4,0,1,8,1,7,3.4,C
5,3,1,1,17,0,6,0.0,E
14,3,2,1,22,1,10,1.94,D
4,5,1,1,17,1,5,3.12,D
6,5,1,1,9,1,5,0.0,E
5,4,2,2,9,1,8,3.04,D
6,2,1,1,10,0,6,0.0,E
8,3,0,1,11,0,11,3.71,C
5,4,1,1,7,1,6,4.55,C
6,2,0,2,13,0,6,4.05,C
6,4,1,1,21,1,8,3.92,C
6,4,1,1,14,1,7,2.62,D
4,4,2,0,12,1,5,2.8,D
4,2,1,1,12,1,6,2.71,D
6,4,2,1,21,1,10,2.46,D
6,6,2,1,29,1,7,3.28,C
5,4,1,1,15,1,7,0.0,E
3,4,1,1,17,1,5,3.09,D
7,4,3,2,18,1,5,2.39,D
5,3,1,1,16,1,7,2.9,D
5,4,0,0,14,1,6,0.0,E
6,2,1,1,17,1,8,2.8,D
8,7,2,1,18,1,7,2.85,D
6,3,1,0,18,1,7,3.09,D
6,3,1,0,12,1,5,0.0,E
11,5,1,1,27,1,13,0.0,E
6,3,0,1,10,0,5,0.0,E
11,5,1,1,14,1,7,0.0,E
5,3,2,1,9,1,9,3.13,D
3,2,0,1,15,0,6,3.48,C
6,4,2,1,8,1,6,3.64,C
4,4,1,1,14,1,5,0.0,E
5,3,0,0,17,0,6,0.0,E
11,4,2,1,22,1,13,2.84,D
6,3,1,0,13,0,11,0.0,E
6,3,1,1,18,1,12,2.87,D
4,4,1,0,12,0,5,0.0,E
10,3,1,1,17,1,11,0.0,E
5,3,1,0,12,0,8,0.0,E
5,3,1,1,18,1,9,3.29,C
4,5,1,1,19,0,6,0.0,E
6,4,1,1,19,1,8,2.69,D
9,3,0,1,12,1,8,0.0,E
4,4,0,0,14,0,7,0.0,E
4,4,1,1,17,1,6,2.83,D
4,4,2,0,13,1,8,2.61,D
6,2,1,1,14,0,5,0.0,E
5,6,2,1,14,1,9,2.37,D
9,3,2,1,16,0,6,2.62,D
6,4,0,1,19,0,5,1.94,D
9,4,1,1,17,1,7,2.84,D
6,2,1,1,17,0,6,2.92,D
5,2,1,2,19,1,8,2.93,D
5,3,1,1,16,0,8,0.0,E
5,5,1,1,16,1,7,0.0,E
5,4,2,0,18,1,6,2.55,D
5,5,2,1,18,1,8,0.0,E
3,2,1,1,12,1,4,4.23,C
5,4,1,1,16,1,5,3.66,C
5,4,2,1,14,1,9,2.93,D
2,4,1,1,17,1,8,2.35,D
9,5,2,1,17,1,6,3.24,C
8,3,2,1,15,2,9,1.45,E
